42215,BELLBSC,Bell,121.149885,41.120547,5214,,
42216,HWBSC,Huawei,121.089335,41.120217,5214,,
42217,DTBSC,Datang,121.137365,41.112287,5214,,
42218,SIEBSC,Siemens,121.149644,41.127283,5215,,
42219,BELLBSC,Bell,121.144125,41.121327,5215,,
42220,HWBSC,Huawei,121.143835,41.099387,5215,,
42221,HWBSC,Huawei,121.174305,41.123894,5215,,
42222,SIEBSC,Siemens,121.111405,41.145957,5215,,
42223,DTBSC,Datang,121.143235,41.127247,5215,,
