MSC标识,MSC名称,MSC生产厂家,MSC-经度,MSC-纬度,MSC-海拔(米),
MscID,MscName,MscCompany,MscLongitude,MscLatitude,MscAltitude,
5214,HWMSC,Huawei,121.089335,41.120217,1000,
5215,NORTELMSC,Nortel,121.111405,41.145957,1500,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
