路测标识,小区ID,纬度,经度,接收电平
KeyNum,CellID,Latitude,Longitude,RxLev
329958,9153,121.189805,41.173378,-121.085919
329959,9153,121.189807,41.17338,-121.086414
329960,9153,121.189809,41.173381,-121.086909
329961,9153,121.18981,41.173383,-121.087404
329962,9153,121.189812,41.173385,-121.087899
329963,9153,121.189814,41.173386,-121.088394
329964,9153,121.189815,41.173388,-121.088889
329965,9153,121.189817,41.17339,-121.089384
329966,9153,121.189819,41.173392,-121.089879
329967,9153,121.189821,41.173393,-121.090374
329968,9153,121.189822,41.173395,-121.090869
329969,9153,121.189824,41.173397,-121.091364
329970,9153,121.189826,41.173398,-121.091859
329971,9153,121.189827,41.1734,-121.092354
329972,9153,121.189829,41.173402,-121.092849
329973,9153,121.189831,41.173403,-121.093344
329974,9153,121.189832,41.173405,-121.093839
329975,9153,121.189834,41.173407,-121.094333
329976,9153,121.189836,41.173409,-121.094828
329977,9153,121.189838,41.17341,-121.095323
329978,9153,121.189839,41.173412,-121.095818
329979,9153,121.189841,41.173414,-121.096313
329980,9153,121.189843,41.173415,-121.096808
329981,9153,121.189844,41.173417,-121.097302
329982,9153,121.189846,41.173419,-121.097797
329983,9153,121.189848,41.17342,-121.098292
329984,9153,121.189849,41.173422,-121.098787
329985,9153,121.189851,41.173424,-121.099281
329986,9153,121.189853,41.173426,-121.099776
329987,9153,121.189855,41.173427,-121.100271
329988,9153,121.189856,41.173429,-121.100765
329989,9153,121.189858,41.173431,-121.10126
329990,9153,121.18986,41.173432,-121.101754
329991,9153,121.189861,41.173434,-121.102249
329992,9153,121.189863,41.173436,-121.102744
329993,9153,121.189865,41.173437,-121.103238
329994,9153,121.189866,41.173439,-121.103733
329995,9153,121.189868,41.173441,-121.104227
329996,9153,121.18987,41.173443,-121.104722
329997,9153,121.189872,41.173444,-121.105216
329998,9153,121.189873,41.173446,-121.105711
329999,9153,121.189875,41.173448,-121.106205
330000,9153,121.189877,41.173449,-121.1067
330001,9153,121.189878,41.173451,-121.107194
330002,9153,121.18988,41.173453,-121.107689
330003,9153,121.189882,41.173454,-121.108183
330004,9153,121.189883,41.173456,-121.108677
330005,9153,121.189885,41.173458,-121.109172
330006,9153,121.189887,41.17346,-121.109666
330007,9153,121.189889,41.173461,-121.110161
330008,9153,121.18989,41.173463,-121.110655
330009,9153,121.189892,41.173465,-121.111149
330010,9153,121.189894,41.173466,-121.111643
330011,9153,121.189895,41.173468,-121.112138
330012,9153,121.189897,41.17347,-121.112632
330013,9153,121.189899,41.173471,-121.113126
330014,9153,121.1899,41.173473,-121.11362
330015,9153,121.189902,41.173475,-121.114115
330016,9153,121.189904,41.173477,-121.114609
330017,9153,121.189906,41.173478,-121.115103
330018,9153,121.189907,41.17348,-121.115597
330019,9153,121.189909,41.173482,-121.116091
330020,9153,121.189911,41.173483,-121.116585
330021,9153,121.189912,41.173485,-121.11708
330022,9153,121.189914,41.173487,-121.117574
330023,9153,121.189916,41.173488,-121.118068
330024,9153,121.189917,41.17349,-121.118562
330025,9153,121.189919,41.173492,-121.119056
330026,9153,121.189921,41.173494,-121.11955
330027,9153,121.189923,41.173495,-121.120044
330028,9153,121.189924,41.173497,-121.120538
330029,9153,121.189926,41.173499,-121.121032
330030,9153,121.189928,41.1735,-121.121526
330031,9153,121.189929,41.173502,-121.12202
330032,9153,121.189931,41.173504,-121.122514
330033,9153,121.189933,41.173505,-121.123008
330034,9153,121.189934,41.173507,-121.123502
330035,9153,121.189936,41.173509,-121.123995
330036,9153,121.189938,41.173511,-121.124489
330037,9153,121.18994,41.173512,-121.124983
330038,9153,121.189941,41.173514,-121.125477
330039,9153,121.189943,41.173516,-121.125971
330040,9153,121.189945,41.173517,-121.126465
330041,9153,121.189946,41.173519,-121.126958
330042,9153,121.189948,41.173521,-121.127452
330043,9153,121.18995,41.173522,-121.127946
330044,9153,121.189951,41.173524,-121.12844
330045,9153,121.189953,41.173526,-121.128933
330046,9153,121.189955,41.173528,-121.129427
330047,9153,121.189957,41.173529,-121.129921
330048,9153,121.189958,41.173531,-121.130414
330049,9153,121.18996,41.173533,-121.130908
330050,9153,121.189962,41.173534,-121.131402
330051,9153,121.189963,41.173536,-121.131895
330052,9153,121.189965,41.173538,-121.132389
330053,9153,121.189967,41.173539,-121.132883
330054,9153,121.189968,41.173541,-121.133376
330055,9153,121.18997,41.173543,-121.13387
330056,9153,121.189972,41.173545,-121.134363
330057,9153,121.189974,41.173546,-121.134857
330058,9153,121.189975,41.173548,-121.13535
330059,9153,121.189977,41.17355,-121.135844
330060,9153,121.189979,41.173551,-121.136337
330061,9153,121.18998,41.173553,-121.136831
330062,9153,121.189982,41.173555,-121.137324
330063,9153,121.189984,41.173556,-121.137818
330064,9153,121.189985,41.173558,-121.138311
330065,9153,121.189987,41.17356,-121.138804
330066,9153,121.189989,41.173562,-121.139298
330067,9153,121.189991,41.173563,-121.139791
330068,9153,121.189992,41.173565,-121.140284
330069,9153,121.189994,41.173567,-121.140778
330070,9153,121.189996,41.173568,-121.141271
330071,9153,121.189997,41.17357,-121.141764
330072,9153,121.189999,41.173572,-121.142258
330073,9153,121.190001,41.173573,-121.142751
330074,9153,121.190002,41.173575,-121.143244
330075,9153,121.190004,41.173577,-121.143737
330076,9153,121.190006,41.173579,-121.144231
330077,9153,121.190008,41.17358,-121.144724
330078,9153,121.190009,41.173582,-121.145217
330079,9153,121.190011,41.173584,-121.14571
330080,9153,121.190013,41.173585,-121.146203
330081,9153,121.190014,41.173587,-121.146696
330082,9153,121.190016,41.173589,-121.14719
330083,9153,121.190018,41.17359,-121.147683
330084,9153,121.190019,41.173592,-121.148176
330085,9153,121.190021,41.173594,-121.148669
330086,9153,121.190023,41.173596,-121.149162
330087,9153,121.190025,41.173597,-121.149655
330088,9153,121.190026,41.173599,-121.150148
330089,9153,121.190028,41.173601,-121.150641
330090,9153,121.19003,41.173602,-121.151134
330091,9153,121.190031,41.173604,-121.151627
330092,9153,121.190033,41.173606,-121.15212
330093,9153,121.190035,41.173607,-121.152613
330094,9153,121.190036,41.173609,-121.153106
330095,9153,121.190038,41.173611,-121.153599
330096,9153,121.19004,41.173613,-121.154091
330097,9153,121.190042,41.173614,-121.154584
330098,9153,121.190043,41.173616,-121.155077
330099,9153,121.190045,41.173618,-121.15557
330100,9153,121.190047,41.173619,-121.156063
330101,9153,121.190048,41.173621,-121.156556
330102,9153,121.19005,41.173623,-121.157048
330103,9153,121.190052,41.173624,-121.157541
330104,9153,121.190053,41.173626,-121.158034
330105,9153,121.190055,41.173628,-121.158527
330106,9153,121.190057,41.17363,-121.15902
330107,9153,121.190059,41.173631,-121.159512
330108,9153,121.19006,41.173633,-121.160005
330109,9153,121.190062,41.173635,-121.160498
330110,9153,121.190064,41.173636,-121.16099
330111,9153,121.190065,41.173638,-121.161483
330112,9153,121.190067,41.17364,-121.161976
330113,9153,121.190069,41.173641,-121.162468
330114,9153,121.19007,41.173643,-121.162961
330115,9153,121.190072,41.173645,-121.163453
330116,9153,121.190074,41.173647,-121.163946
330117,9153,121.190076,41.173648,-121.164438
330118,9153,121.190077,41.17365,-121.164931
330119,9153,121.190079,41.173652,-121.165423
330120,9153,121.190081,41.173653,-121.165916
330121,9153,121.190082,41.173655,-121.166408
330122,9153,121.190084,41.173657,-121.166901
330123,9153,121.190086,41.173658,-121.167393
330124,9153,121.190087,41.17366,-121.167886
330125,9153,121.190089,41.173662,-121.168378
330126,9153,121.190091,41.173664,-121.168871
330127,9153,121.190093,41.173665,-121.169363
330128,9153,121.190094,41.173667,-121.169855
330129,9153,121.190096,41.173669,-121.170348
330130,9153,121.190098,41.17367,-121.17084
330131,9153,121.190099,41.173672,-121.171332
330132,9153,121.190101,41.173674,-121.171825
330133,9153,121.190103,41.173675,-121.172317
330134,9153,121.190104,41.173677,-121.172809
330135,9153,121.190106,41.173679,-121.173302
330136,9153,121.190108,41.173681,-121.173794
330137,9153,121.19011,41.173682,-121.174286
330138,9153,121.190111,41.173684,-121.174778
330139,9153,121.190113,41.173686,-121.17527
330140,9153,121.190115,41.173687,-121.175763
330141,9153,121.190116,41.173689,-121.176255
330142,9153,121.190118,41.173691,-121.176747
330143,9153,121.19012,41.173692,-121.177239
330144,9153,121.190121,41.173694,-121.177731
330145,9153,121.190123,41.173696,-121.178223
330146,9153,121.190125,41.173698,-121.178715
330147,9153,121.190127,41.173699,-121.179207
330148,9153,121.190128,41.173701,-121.179699
330149,9153,121.19013,41.173703,-121.180191
330150,9153,121.190132,41.173704,-121.180683
330151,9153,121.190133,41.173706,-121.181175
330152,9153,121.190135,41.173708,-121.181667
330153,9153,121.190137,41.173709,-121.182159
330154,9153,121.190138,41.173711,-121.182651
330155,9153,121.19014,41.173713,-121.183143
330156,9153,121.190142,41.173715,-121.183635
330157,9153,121.190144,41.173716,-121.184127
330158,9153,121.190145,41.173718,-121.184619
330159,9153,121.190147,41.17372,-121.185111
330160,9153,121.190149,41.173721,-121.185603
330161,9153,121.19015,41.173723,-121.186095
330162,9153,121.190152,41.173725,-121.186586
330163,9153,121.190154,41.173726,-121.187078
330164,9153,121.190155,41.173728,-121.18757
330165,9153,121.190157,41.17373,-121.188062
330166,9153,121.190159,41.173732,-121.188553
330167,9153,121.190161,41.173733,-121.189045
330168,9153,121.190162,41.173735,-121.189537
330169,9153,121.190164,41.173737,-121.190029
330170,9153,121.190166,41.173738,-121.19052
330171,9153,121.190167,41.17374,-121.191012
330172,9153,121.190169,41.173742,-121.191504
330173,9153,121.190171,41.173743,-121.191995
330174,9153,121.190172,41.173745,-121.192487
330175,9153,121.190174,41.173747,-121.192979
330176,9153,121.190176,41.173749,-121.19347
330177,9153,121.190178,41.17375,-121.193962
330178,9153,121.190179,41.173752,-121.194453
330179,9153,121.190181,41.173754,-121.194945
330180,9153,121.190183,41.173755,-121.195436
330181,9153,121.190184,41.173757,-121.195928
330182,9153,121.190186,41.173759,-121.196419
330183,9153,121.190188,41.17376,-121.196911
330184,9153,121.190189,41.173762,-121.197402
330185,9153,121.190191,41.173764,-121.197894
330186,9153,121.190193,41.173766,-121.198385
330187,9153,121.190195,41.173767,-121.198877
330188,9153,121.190196,41.173769,-121.199368
330189,9153,121.190198,41.173771,-121.199859
330190,9153,121.1902,41.173772,-121.200351
330191,9153,121.190201,41.173774,-121.200842
330192,9153,121.190203,41.173776,-121.201333
330193,9153,121.190205,41.173777,-121.201825
330194,9153,121.190206,41.173779,-121.202316
330195,9153,121.190208,41.173781,-121.202807
330196,9153,121.19021,41.173783,-121.203299
330197,9153,121.190212,41.173784,-121.20379
330198,9153,121.190213,41.173786,-121.204281
330199,9153,121.190215,41.173788,-121.204772
330200,9153,121.190217,41.173789,-121.205263
330201,9153,121.190218,41.173791,-121.205755
330202,9153,121.19022,41.173793,-121.206246
330203,9153,121.190222,41.173794,-121.206737
330204,9153,121.190223,41.173796,-121.207228
330205,9153,121.190225,41.173798,-121.207719
330206,9153,121.190227,41.1738,-121.20821
330207,9153,121.190229,41.173801,-121.208701
330208,9153,121.19023,41.173803,-121.209193
330209,9153,121.190232,41.173805,-121.209684
330210,9153,121.190234,41.173806,-121.210175
330211,9153,121.190235,41.173808,-121.210666
330212,9153,121.190237,41.17381,-121.211157
330213,9153,121.190239,41.173811,-121.211648
330214,9153,121.19024,41.173813,-121.212139
330215,9153,121.190242,41.173815,-121.21263
330216,9153,121.190244,41.173817,-121.213121
330217,9153,121.190246,41.173818,-121.213611
330218,9153,121.190247,41.17382,-121.214102
330219,9153,121.190249,41.173822,-121.214593
330220,9153,121.190251,41.173823,-121.215084
330221,9153,121.190252,41.173825,-121.215575
330222,9153,121.190254,41.173827,-121.216066
330223,9153,121.190256,41.173828,-121.216557
330224,9153,121.190257,41.17383,-121.217048
330225,9153,121.190259,41.173832,-121.217538
330226,9153,121.190261,41.173834,-121.218029
330227,9153,121.190263,41.173835,-121.21852
330228,9153,121.190264,41.173837,-121.219011
330229,9153,121.190266,41.173839,-121.219501
330230,9153,121.190268,41.17384,-121.219992
330231,9153,121.190269,41.173842,-121.220483
330232,9153,121.190271,41.173844,-121.220974
330233,9153,121.190273,41.173845,-121.221464
330234,9153,121.190274,41.173847,-121.221955
330235,9153,121.190276,41.173849,-121.222445
330236,9153,121.190278,41.173851,-121.222936
330237,9153,121.19028,41.173852,-121.223427
330238,9153,121.190281,41.173854,-121.223917
330239,9153,121.190283,41.173856,-121.224408
330240,9153,121.190285,41.173857,-121.224898
330241,9153,121.190286,41.173859,-121.225389
330242,9153,121.190288,41.173861,-121.22588
330243,9153,121.19029,41.173862,-121.22637
330244,9153,121.190291,41.173864,-121.226861
330245,9153,121.190293,41.173866,-121.227351
330246,9153,121.190295,41.173868,-121.227841
330247,9153,121.190297,41.173869,-121.228332
330248,9153,121.190298,41.173871,-121.228822
330249,9153,121.1903,41.173873,-121.229313
330250,9153,121.190302,41.173874,-121.229803
330251,9153,121.190303,41.173876,-121.230294
330252,9153,121.190305,41.173878,-121.230784
330253,9153,121.190307,41.173879,-121.231274
330254,9153,121.190308,41.173881,-121.231765
330255,9153,121.19031,41.173883,-121.232255
330256,9153,121.190312,41.173885,-121.232745
330257,9153,121.190314,41.173886,-121.233236
330258,9153,121.190315,41.173888,-121.233726
330259,9153,121.190317,41.17389,-121.234216
330260,9153,121.190319,41.173891,-121.234706
330261,9153,121.19032,41.173893,-121.235196
330262,9153,121.190322,41.173895,-121.235687
330263,9153,121.190324,41.173896,-121.236177
330264,9153,121.190325,41.173898,-121.236667
330265,9153,121.190327,41.1739,-121.237157
330266,9153,121.190329,41.173902,-121.237647
330267,9153,121.190331,41.173903,-121.238137
330268,9153,121.190332,41.173905,-121.238628
330269,9153,121.190334,41.173907,-121.239118
330270,9153,121.190336,41.173908,-121.239608
330271,9153,121.190337,41.17391,-121.240098
330272,9153,121.190339,41.173912,-121.240588
330273,9153,121.190341,41.173913,-121.241078
330274,9153,121.190342,41.173915,-121.241568
330275,9153,121.190344,41.173917,-121.242058
330276,9153,121.190346,41.173919,-121.242548
330277,9153,121.190348,41.17392,-121.243038
330278,9153,121.190349,41.173922,-121.243528
330279,9153,121.190351,41.173924,-121.244018
330280,9153,121.190353,41.173925,-121.244508
330281,9153,121.190354,41.173927,-121.244998
330282,9153,121.190356,41.173929,-121.245487
330283,9153,121.190358,41.17393,-121.245977
330284,9153,121.190359,41.173932,-121.246467
330285,9153,121.190361,41.173934,-121.246957
330286,9153,121.190363,41.173936,-121.247447
330287,9153,121.190365,41.173937,-121.247937
330288,9153,121.190366,41.173939,-121.248426
330289,9153,121.190368,41.173941,-121.248916
330290,9153,121.19037,41.173942,-121.249406
330291,9153,121.190371,41.173944,-121.249896
330292,9153,121.190373,41.173946,-121.250385
330293,9153,121.190375,41.173947,-121.250875
330294,9153,121.190376,41.173949,-121.251365
330295,9153,121.190378,41.173951,-121.251854
330296,9153,121.19038,41.173953,-121.252344
330297,9153,121.190382,41.173954,-121.252834
330298,9153,121.190383,41.173956,-121.253323
330299,9153,121.190385,41.173958,-121.253813
330300,9153,121.190387,41.173959,-121.254303
330301,9153,121.190388,41.173961,-121.254792
330302,9153,121.19039,41.173963,-121.255282
330303,9153,121.190392,41.173964,-121.255771
330304,9153,121.190393,41.173966,-121.256261
330305,9153,121.190395,41.173968,-121.25675
330306,9153,121.190397,41.17397,-121.25724
330307,9153,121.190399,41.173971,-121.257729
330308,9153,121.1904,41.173973,-121.258219
330309,9153,121.190402,41.173975,-121.258708
330310,9153,121.190404,41.173976,-121.259198
330311,9153,121.190405,41.173978,-121.259687
330312,9153,121.190407,41.17398,-121.260177
330313,9153,121.190409,41.173981,-121.260666
330314,9153,121.19041,41.173983,-121.261155
330315,9153,121.190412,41.173985,-121.261645
330316,9153,121.190414,41.173987,-121.262134
330317,9153,121.190416,41.173988,-121.262623
330318,9153,121.190417,41.17399,-121.263113
330319,9153,121.190419,41.173992,-121.263602
330320,9153,121.190421,41.173993,-121.264091
330321,9153,121.190422,41.173995,-121.26458
330322,9153,121.190424,41.173997,-121.26507
330323,9153,121.190426,41.173998,-121.265559
330324,9153,121.190427,41.174,-121.266048
330325,9153,121.190429,41.174002,-121.266537
330326,9153,121.190431,41.174004,-121.267026
330327,9153,121.190433,41.174005,-121.267516
330328,9153,121.190434,41.174007,-121.268005
330329,9153,121.190436,41.174009,-121.268494
330330,9153,121.190438,41.17401,-121.268983
330331,9153,121.190439,41.174012,-121.269472
330332,9153,121.190441,41.174014,-121.269961
330333,9153,121.190443,41.174015,-121.27045
330334,9153,121.190444,41.174017,-121.270939
330335,9153,121.190446,41.174019,-121.271428
330336,9153,121.190448,41.174021,-121.271917
330337,9153,121.19045,41.174022,-121.272406
330338,9153,121.190451,41.174024,-121.272895
330339,9153,121.190453,41.174026,-121.273384
330340,9153,121.190455,41.174027,-121.273873
330341,9153,121.190456,41.174029,-121.274362
330342,9153,121.190458,41.174031,-121.274851
330343,9153,121.19046,41.174032,-121.27534
330344,9153,121.190461,41.174034,-121.275829
330345,9153,121.190463,41.174036,-121.276318
330346,9153,121.190465,41.174038,-121.276807
330347,9153,121.190467,41.174039,-121.277296
330348,9153,121.190468,41.174041,-121.277784
330349,9153,121.19047,41.174043,-121.278273
330350,9153,121.190472,41.174044,-121.278762
330351,9153,121.190473,41.174046,-121.279251
330352,9153,121.190475,41.174048,-121.27974
330353,9153,121.190477,41.174049,-121.280228
330354,9153,121.190478,41.174051,-121.280717
330355,9153,121.19048,41.174053,-121.281206
330356,9153,121.190482,41.174055,-121.281694
330357,9153,121.190484,41.174056,-121.282183
330358,9153,121.190485,41.174058,-121.282672
330359,9153,121.190487,41.17406,-121.28316
330360,9153,121.190489,41.174061,-121.283649
330361,9153,121.19049,41.174063,-121.284138
330362,9153,121.190492,41.174065,-121.284626
330363,9153,121.190494,41.174066,-121.285115
330364,9153,121.190495,41.174068,-121.285603
330365,9153,121.190497,41.17407,-121.286092
330366,9153,121.190499,41.174072,-121.286581
330367,9153,121.190501,41.174073,-121.287069
330368,9153,121.190502,41.174075,-121.287558
330369,9153,121.190504,41.174077,-121.288046
330370,9153,121.190506,41.174078,-121.288535
330371,9153,121.190507,41.17408,-121.289023
330372,9153,121.190509,41.174082,-121.289511
330373,9153,121.190511,41.174083,-121.29
330374,9153,121.190512,41.174085,-121.290488
330375,9153,121.190514,41.174087,-121.290977
330376,9153,121.190516,41.174089,-121.291465
330377,9153,121.190518,41.17409,-121.291953
330378,9153,121.190519,41.174092,-121.292442
330379,9153,121.190521,41.174094,-121.29293
330380,9153,121.190523,41.174095,-121.293418
330381,9153,121.190524,41.174097,-121.293907
330382,9153,121.190526,41.174099,-121.294395
330383,9153,121.190528,41.1741,-121.294883
330384,9153,121.190529,41.174102,-121.295371
330385,9153,121.190531,41.174104,-121.29586
330386,9153,121.190533,41.174106,-121.296348
330387,9153,121.190535,41.174107,-121.296836
330388,9153,121.190536,41.174109,-121.297324
330389,9153,121.190538,41.174111,-121.297813
330390,9153,121.19054,41.174112,-121.298301
330391,9153,121.190541,41.174114,-121.298789
330392,9153,121.190543,41.174116,-121.299277
330393,9153,121.190545,41.174117,-121.299765
330394,9153,121.190546,41.174119,-121.300253
330395,9153,121.190548,41.174121,-121.300741
330396,9153,121.19055,41.174123,-121.301229
330397,9153,121.190552,41.174124,-121.301717
330398,9153,121.190553,41.174126,-121.302205
330399,9153,121.190555,41.174128,-121.302693
330400,9153,121.190557,41.174129,-121.303181
330401,9153,121.190558,41.174131,-121.303669
330402,9153,121.19056,41.174133,-121.304157
330403,9153,121.190562,41.174134,-121.304645
330404,9153,121.190563,41.174136,-121.305133
330405,9153,121.190565,41.174138,-121.305621
330406,9153,121.190567,41.17414,-121.306109
330407,9153,121.190569,41.174141,-121.306597
330408,9153,121.19057,41.174143,-121.307085
330409,9153,121.190572,41.174145,-121.307573
330410,9153,121.190574,41.174146,-121.30806
330411,9153,121.190575,41.174148,-121.308548
330412,9153,121.190577,41.17415,-121.309036
330413,9153,121.190579,41.174151,-121.309524
330414,9153,121.19058,41.174153,-121.310012
330415,9153,121.190582,41.174155,-121.310499
330416,9153,121.190584,41.174157,-121.310987
330417,9153,121.190586,41.174158,-121.311475
330418,9153,121.190587,41.17416,-121.311963
330419,9153,121.190589,41.174162,-121.31245
330420,9153,121.190591,41.174163,-121.312938
330421,9153,121.190592,41.174165,-121.313426
330422,9153,121.190594,41.174167,-121.313913
330423,9153,121.190596,41.174168,-121.314401
330424,9153,121.190597,41.17417,-121.314889
330425,9153,121.190599,41.174172,-121.315376
330426,9153,121.190601,41.174174,-121.315864
330427,9153,121.190603,41.174175,-121.316351
330428,9153,121.190604,41.174177,-121.316839
330429,9153,121.190606,41.174179,-121.317326
330430,9153,121.190608,41.17418,-121.317814
330431,9153,121.190609,41.174182,-121.318301
330432,9153,121.190611,41.174184,-121.318789
330433,9153,121.190613,41.174185,-121.319276
330434,9153,121.190614,41.174187,-121.319764
330435,9153,121.190616,41.174189,-121.320251
330436,9153,121.190618,41.174191,-121.320739
330437,9153,121.19062,41.174192,-121.321226
330438,9153,121.190621,41.174194,-121.321713
330439,9153,121.190623,41.174196,-121.322201
330440,9153,121.190625,41.174197,-121.322688
330441,9153,121.190626,41.174199,-121.323176
330442,9153,121.190628,41.174201,-121.323663
330443,9153,121.19063,41.174202,-121.32415
330444,9153,121.190631,41.174204,-121.324637
330445,9153,121.190633,41.174206,-121.325125
330446,9153,121.190635,41.174208,-121.325612
330447,9153,121.190637,41.174209,-121.326099
330448,9153,121.190638,41.174211,-121.326586
330449,9153,121.19064,41.174213,-121.327074
330450,9153,121.190642,41.174214,-121.327561
330451,9153,121.190643,41.174216,-121.328048
330452,9153,121.190645,41.174218,-121.328535
330453,9153,121.190647,41.174219,-121.329022
330454,9153,121.190648,41.174221,-121.32951
330455,9153,121.19065,41.174223,-121.329997
330456,9153,121.190652,41.174225,-121.330484
330457,9153,121.190654,41.174226,-121.330971
330458,9153,121.190655,41.174228,-121.331458
330459,9153,121.190657,41.17423,-121.331945
330460,9153,121.190659,41.174231,-121.332432
330461,9153,121.19066,41.174233,-121.332919
330462,9153,121.190662,41.174235,-121.333406
330463,9153,121.190664,41.174236,-121.333893
330464,9153,121.190665,41.174238,-121.33438
330465,9153,121.190667,41.17424,-121.334867
330466,9153,121.190669,41.174242,-121.335354
330467,9153,121.190671,41.174243,-121.335841
330468,9153,121.190672,41.174245,-121.336328
330469,9153,121.190674,41.174247,-121.336815
330470,9153,121.190676,41.174248,-121.337302
330471,9153,121.190677,41.17425,-121.337788
330472,9153,121.190679,41.174252,-121.338275
330473,9153,121.190681,41.174253,-121.338762
330474,9153,121.190682,41.174255,-121.339249
330475,9153,121.190684,41.174257,-121.339736
330476,9153,121.190686,41.174259,-121.340223
330477,9153,121.190688,41.17426,-121.340709
330478,9153,121.190689,41.174262,-121.341196
330479,9153,121.190691,41.174264,-121.341683
330480,9153,121.190693,41.174265,-121.34217
330481,9153,121.190694,41.174267,-121.342656
330482,9153,121.190696,41.174269,-121.343143
330483,9153,121.190698,41.17427,-121.34363
330484,9153,121.190699,41.174272,-121.344116
330485,9153,121.190701,41.174274,-121.344603
330486,9153,121.190703,41.174276,-121.34509
330487,9153,121.190705,41.174277,-121.345576
330488,9153,121.190706,41.174279,-121.346063
330489,9153,121.190708,41.174281,-121.346549
330490,9153,121.19071,41.174282,-121.347036
330491,9153,121.190711,41.174284,-121.347523
330492,9153,121.190713,41.174286,-121.348009
330493,9153,121.190715,41.174287,-121.348496
330494,9153,121.190716,41.174289,-121.348982
330495,9153,121.190718,41.174291,-121.349469
330496,9153,121.19072,41.174293,-121.349955
330497,9153,121.190722,41.174294,-121.350441
330498,9153,121.190723,41.174296,-121.350928
330499,9153,121.190725,41.174298,-121.351414
330500,9153,121.190727,41.174299,-121.351901
330501,9153,121.190728,41.174301,-121.352387
330502,9153,121.19073,41.174303,-121.352874
330503,9153,121.190732,41.174304,-121.35336
330504,9153,121.190733,41.174306,-121.353846
330505,9153,121.190735,41.174308,-121.354333
330506,9153,121.190737,41.17431,-121.354819
330507,9153,121.190739,41.174311,-121.355305
330508,9153,121.19074,41.174313,-121.355791
330509,9153,121.190742,41.174315,-121.356278
330510,9153,121.190744,41.174316,-121.356764
330511,9153,121.190745,41.174318,-121.35725
330512,9153,121.190747,41.17432,-121.357736
330513,9153,121.190749,41.174321,-121.358223
330514,9153,121.19075,41.174323,-121.358709
330515,9153,121.190752,41.174325,-121.359195
330516,9153,121.190754,41.174327,-121.359681
330517,9153,121.190756,41.174328,-121.360167
330518,9153,121.190757,41.17433,-121.360653
330519,9153,121.190759,41.174332,-121.36114
330520,9153,121.190761,41.174333,-121.361626
330521,9153,121.190762,41.174335,-121.362112
330522,9153,121.190764,41.174337,-121.362598
330523,9153,121.190766,41.174338,-121.363084
330524,9153,121.190767,41.17434,-121.36357
330525,9153,121.190769,41.174342,-121.364056
330526,9153,121.190771,41.174344,-121.364542
330527,9153,121.190773,41.174345,-121.365028
330528,9153,121.190774,41.174347,-121.365514
330529,9153,121.190776,41.174349,-121.366
330530,9153,121.190778,41.17435,-121.366486
330531,9153,121.190779,41.174352,-121.366972
330532,9153,121.190781,41.174354,-121.367457
330533,9153,121.190783,41.174355,-121.367943
330534,9153,121.190784,41.174357,-121.368429
330535,9153,121.190786,41.174359,-121.368915
330536,9153,121.190788,41.174361,-121.369401
330537,9153,121.19079,41.174362,-121.369887
330538,9153,121.190791,41.174364,-121.370373
330539,9153,121.190793,41.174366,-121.370858
330540,9153,121.190795,41.174367,-121.371344
330541,9153,121.190796,41.174369,-121.37183
330542,9153,121.190798,41.174371,-121.372316
330543,9153,121.1908,41.174372,-121.372801
330544,9153,121.190801,41.174374,-121.373287
330545,9153,121.190803,41.174376,-121.373773
330546,9153,121.190805,41.174378,-121.374258
330547,9153,121.190807,41.174379,-121.374744
330548,9153,121.190808,41.174381,-121.37523
330549,9153,121.19081,41.174383,-121.375715
330550,9153,121.190812,41.174384,-121.376201
330551,9153,121.190813,41.174386,-121.376687
330552,9153,121.190815,41.174388,-121.377172
330553,9153,121.190817,41.174389,-121.377658
330554,9153,121.190818,41.174391,-121.378143
330555,9153,121.19082,41.174393,-121.378629
330556,9153,121.190822,41.174395,-121.379114
330557,9153,121.190824,41.174396,-121.3796
330558,9153,121.190825,41.174398,-121.380085
330559,9153,121.190827,41.1744,-121.380571
330560,9153,121.190829,41.174401,-121.381056
330561,9153,121.19083,41.174403,-121.381542
330562,9153,121.190832,41.174405,-121.382027
330563,9153,121.190834,41.174406,-121.382513
330564,9153,121.190835,41.174408,-121.382998
330565,9153,121.190837,41.17441,-121.383483
330566,9153,121.190839,41.174412,-121.383969
330567,9153,121.190841,41.174413,-121.384454
330568,9153,121.190842,41.174415,-121.384939
330569,9153,121.190844,41.174417,-121.385425
330570,9153,121.190846,41.174418,-121.38591
330571,9153,121.190847,41.17442,-121.386395
330572,9153,121.190849,41.174422,-121.386881
330573,9153,121.190851,41.174423,-121.387366
330574,9153,121.190852,41.174425,-121.387851
330575,9153,121.190854,41.174427,-121.388336
330576,9153,121.190856,41.174429,-121.388822
330577,9153,121.190858,41.17443,-121.389307
330578,9153,121.190859,41.174432,-121.389792
330579,9153,121.190861,41.174434,-121.390277
330580,9153,121.190863,41.174435,-121.390762
330581,9153,121.190864,41.174437,-121.391247
330582,9153,121.190866,41.174439,-121.391732
330583,9153,121.190868,41.17444,-121.392218
330584,9153,121.190869,41.174442,-121.392703
330585,9153,121.190871,41.174444,-121.393188
330586,9153,121.190873,41.174446,-121.393673
330587,9153,121.190875,41.174447,-121.394158
330588,9153,121.190876,41.174449,-121.394643
330589,9153,121.190878,41.174451,-121.395128
330590,9153,121.19088,41.174452,-121.395613
330591,9153,121.190881,41.174454,-121.396098
