路测标识,小区ID,纬度,经度,接收电平
KeyNum,CellID,Latitude,Longitude,RxLev
312193,9151,121.159605,41.143177,-107.813685
312194,9151,121.159606,41.143179,-107.814889
312195,9151,121.159608,41.143181,-107.816092
312196,9151,121.15961,41.143183,-107.817295
312197,9151,121.159612,41.143184,-107.818498
312198,9151,121.159613,41.143186,-107.8197
312199,9151,121.159615,41.143188,-107.820903
312200,9151,121.159617,41.143189,-107.822106
312201,9151,121.159618,41.143191,-107.823308
312202,9151,121.15962,41.143193,-107.824511
312203,9151,121.159622,41.143194,-107.825713
312204,9151,121.159623,41.143196,-107.826915
312205,9151,121.159625,41.143198,-107.828117
312206,9151,121.159627,41.1432,-107.829319
312207,9151,121.159629,41.143201,-107.830521
312208,9151,121.15963,41.143203,-107.831723
312209,9151,121.159632,41.143205,-107.832925
312210,9151,121.159634,41.143206,-107.834126
312211,9151,121.159635,41.143208,-107.835328
312212,9151,121.159637,41.14321,-107.836529
312213,9151,121.159639,41.143211,-107.837731
312214,9151,121.15964,41.143213,-107.838932
312215,9151,121.159642,41.143215,-107.840133
312216,9151,121.159644,41.143217,-107.841334
312217,9151,121.159646,41.143218,-107.842535
312218,9151,121.159647,41.14322,-107.843736
312219,9151,121.159649,41.143222,-107.844937
312220,9151,121.159651,41.143223,-107.846138
312221,9151,121.159652,41.143225,-107.847338
312222,9151,121.159654,41.143227,-107.848539
312223,9151,121.159656,41.143228,-107.849739
312224,9151,121.159657,41.14323,-107.850939
312225,9151,121.159659,41.143232,-107.852139
312226,9151,121.159661,41.143234,-107.85334
312227,9151,121.159663,41.143235,-107.85454
312228,9151,121.159664,41.143237,-107.855739
312229,9151,121.159666,41.143239,-107.856939
312230,9151,121.159668,41.14324,-107.858139
312231,9151,121.159669,41.143242,-107.859339
312232,9151,121.159671,41.143244,-107.860538
312233,9151,121.159673,41.143245,-107.861738
312234,9151,121.159674,41.143247,-107.862937
312235,9151,121.159676,41.143249,-107.864136
312236,9151,121.159678,41.143251,-107.865335
312237,9151,121.15968,41.143252,-107.866534
312238,9151,121.159681,41.143254,-107.867733
312239,9151,121.159683,41.143256,-107.868932
312240,9151,121.159685,41.143257,-107.870131
312241,9151,121.159686,41.143259,-107.871329
312242,9151,121.159688,41.143261,-107.872528
312243,9151,121.15969,41.143262,-107.873726
312244,9151,121.159691,41.143264,-107.874925
312245,9151,121.159693,41.143266,-107.876123
312246,9151,121.159695,41.143268,-107.877321
312247,9151,121.159697,41.143269,-107.878519
312248,9151,121.159698,41.143271,-107.879717
312249,9151,121.1597,41.143273,-107.880915
312250,9151,121.159702,41.143274,-107.882113
312251,9151,121.159703,41.143276,-107.883311
312252,9151,121.159705,41.143278,-107.884508
312253,9151,121.159707,41.143279,-107.885706
312254,9151,121.159708,41.143281,-107.886903
312255,9151,121.15971,41.143283,-107.8881
312256,9151,121.159712,41.143285,-107.889298
312257,9151,121.159714,41.143286,-107.890495
312258,9151,121.159715,41.143288,-107.891692
312259,9151,121.159717,41.14329,-107.892889
312260,9151,121.159719,41.143291,-107.894086
312261,9151,121.15972,41.143293,-107.895282
312262,9151,121.159722,41.143295,-107.896479
312263,9151,121.159724,41.143296,-107.897675
312264,9151,121.159725,41.143298,-107.898872
312265,9151,121.159727,41.1433,-107.900068
312266,9151,121.159729,41.143302,-107.901265
312267,9151,121.159731,41.143303,-107.902461
312268,9151,121.159732,41.143305,-107.903657
312269,9151,121.159734,41.143307,-107.904853
312270,9151,121.159736,41.143308,-107.906049
312271,9151,121.159737,41.14331,-107.907244
312272,9151,121.159739,41.143312,-107.90844
312273,9151,121.159741,41.143313,-107.909636
312274,9151,121.159742,41.143315,-107.910831
312275,9151,121.159744,41.143317,-107.912026
312276,9151,121.159746,41.143319,-107.913222
312277,9151,121.159748,41.14332,-107.914417
312278,9151,121.159749,41.143322,-107.915612
312279,9151,121.159751,41.143324,-107.916807
312280,9151,121.159753,41.143325,-107.918002
312281,9151,121.159754,41.143327,-107.919197
312282,9151,121.159756,41.143329,-107.920392
312283,9151,121.159758,41.14333,-107.921586
312284,9151,121.159759,41.143332,-107.922781
312285,9151,121.159761,41.143334,-107.923975
312286,9151,121.159763,41.143336,-107.92517
312287,9151,121.159765,41.143337,-107.926364
312288,9151,121.159766,41.143339,-107.927558
312289,9151,121.159768,41.143341,-107.928752
312290,9151,121.15977,41.143342,-107.929946
312291,9151,121.159771,41.143344,-107.93114
312292,9151,121.159773,41.143346,-107.932334
312293,9151,121.159775,41.143347,-107.933527
312294,9151,121.159776,41.143349,-107.934721
312295,9151,121.159778,41.143351,-107.935914
312296,9151,121.15978,41.143353,-107.937108
312297,9151,121.159782,41.143354,-107.938301
312298,9151,121.159783,41.143356,-107.939494
312299,9151,121.159785,41.143358,-107.940687
312300,9151,121.159787,41.143359,-107.94188
312301,9151,121.159788,41.143361,-107.943073
312302,9151,121.15979,41.143363,-107.944266
312303,9151,121.159792,41.143364,-107.945459
312304,9151,121.159793,41.143366,-107.946651
312305,9151,121.159795,41.143368,-107.947844
312306,9151,121.159797,41.14337,-107.949036
312307,9151,121.159799,41.143371,-107.950229
312308,9151,121.1598,41.143373,-107.951421
312309,9151,121.159802,41.143375,-107.952613
312310,9151,121.159804,41.143376,-107.953805
312311,9151,121.159805,41.143378,-107.954997
312312,9151,121.159807,41.14338,-107.956189
312313,9151,121.159809,41.143381,-107.957381
312314,9151,121.15981,41.143383,-107.958572
312315,9151,121.159812,41.143385,-107.959764
312316,9151,121.159814,41.143387,-107.960956
312317,9151,121.159816,41.143388,-107.962147
312318,9151,121.159817,41.14339,-107.963338
312319,9151,121.159819,41.143392,-107.964529
312320,9151,121.159821,41.143393,-107.965721
312321,9151,121.159822,41.143395,-107.966912
312322,9151,121.159824,41.143397,-107.968102
312323,9151,121.159826,41.143398,-107.969293
312324,9151,121.159827,41.1434,-107.970484
312325,9151,121.159829,41.143402,-107.971675
312326,9151,121.159831,41.143404,-107.972865
312327,9151,121.159833,41.143405,-107.974056
312328,9151,121.159834,41.143407,-107.975246
312329,9151,121.159836,41.143409,-107.976436
312330,9151,121.159838,41.14341,-107.977626
312331,9151,121.159839,41.143412,-107.978816
312332,9151,121.159841,41.143414,-107.980006
312333,9151,121.159843,41.143415,-107.981196
312334,9151,121.159844,41.143417,-107.982386
312335,9151,121.159846,41.143419,-107.983576
312336,9151,121.159848,41.143421,-107.984765
312337,9151,121.15985,41.143422,-107.985955
312338,9151,121.159851,41.143424,-107.987144
312339,9151,121.159853,41.143426,-107.988334
312340,9151,121.159855,41.143427,-107.989523
312341,9151,121.159856,41.143429,-107.990712
312342,9151,121.159858,41.143431,-107.991901
312343,9151,121.15986,41.143432,-107.99309
312344,9151,121.159861,41.143434,-107.994279
312345,9151,121.159863,41.143436,-107.995467
312346,9151,121.159865,41.143438,-107.996656
312347,9151,121.159867,41.143439,-107.997845
312348,9151,121.159868,41.143441,-107.999033
312349,9151,121.15987,41.143443,-108.000221
312350,9151,121.159872,41.143444,-108.00141
312351,9151,121.159873,41.143446,-108.002598
312352,9151,121.159875,41.143448,-108.003786
312353,9151,121.159877,41.143449,-108.004974
312354,9151,121.159878,41.143451,-108.006162
312355,9151,121.15988,41.143453,-108.00735
312356,9151,121.159882,41.143455,-108.008537
312357,9151,121.159884,41.143456,-108.009725
312358,9151,121.159885,41.143458,-108.010912
312359,9151,121.159887,41.14346,-108.0121
312360,9151,121.159889,41.143461,-108.013287
312361,9151,121.15989,41.143463,-108.014474
312362,9151,121.159892,41.143465,-108.015662
312363,9151,121.159894,41.143466,-108.016849
312364,9151,121.159895,41.143468,-108.018036
312365,9151,121.159897,41.14347,-108.019222
312366,9151,121.159899,41.143472,-108.020409
312367,9151,121.159901,41.143473,-108.021596
312368,9151,121.159902,41.143475,-108.022782
312369,9151,121.159904,41.143477,-108.023969
312370,9151,121.159906,41.143478,-108.025155
312371,9151,121.159907,41.14348,-108.026342
312372,9151,121.159909,41.143482,-108.027528
312373,9151,121.159911,41.143483,-108.028714
312374,9151,121.159912,41.143485,-108.0299
312375,9151,121.159914,41.143487,-108.031086
312376,9151,121.159916,41.143489,-108.032272
312377,9151,121.159918,41.14349,-108.033457
312378,9151,121.159919,41.143492,-108.034643
312379,9151,121.159921,41.143494,-108.035829
312380,9151,121.159923,41.143495,-108.037014
312381,9151,121.159924,41.143497,-108.038199
312382,9151,121.159926,41.143499,-108.039385
312383,9151,121.159928,41.1435,-108.04057
312384,9151,121.159929,41.143502,-108.041755
312385,9151,121.159931,41.143504,-108.04294
312386,9151,121.159933,41.143506,-108.044125
312387,9151,121.159935,41.143507,-108.045309
312388,9151,121.159936,41.143509,-108.046494
312389,9151,121.159938,41.143511,-108.047679
312390,9151,121.15994,41.143512,-108.048863
312391,9151,121.159941,41.143514,-108.050048
312392,9151,121.159943,41.143516,-108.051232
312393,9151,121.159945,41.143517,-108.052416
312394,9151,121.159946,41.143519,-108.0536
312395,9151,121.159948,41.143521,-108.054784
312396,9151,121.15995,41.143523,-108.055968
312397,9151,121.159952,41.143524,-108.057152
312398,9151,121.159953,41.143526,-108.058336
312399,9151,121.159955,41.143528,-108.05952
312400,9151,121.159957,41.143529,-108.060703
312401,9151,121.159958,41.143531,-108.061887
312402,9151,121.15996,41.143533,-108.06307
312403,9151,121.159962,41.143534,-108.064253
312404,9151,121.159963,41.143536,-108.065436
312405,9151,121.159965,41.143538,-108.06662
312406,9151,121.159967,41.14354,-108.067803
312407,9151,121.159969,41.143541,-108.068985
312408,9151,121.15997,41.143543,-108.070168
312409,9151,121.159972,41.143545,-108.071351
312410,9151,121.159974,41.143546,-108.072534
312411,9151,121.159975,41.143548,-108.073716
312412,9151,121.159977,41.14355,-108.074899
312413,9151,121.159979,41.143551,-108.076081
312414,9151,121.15998,41.143553,-108.077263
312415,9151,121.159982,41.143555,-108.078445
312416,9151,121.159984,41.143557,-108.079627
312417,9151,121.159986,41.143558,-108.080809
312418,9151,121.159987,41.14356,-108.081991
312419,9151,121.159989,41.143562,-108.083173
312420,9151,121.159991,41.143563,-108.084355
312421,9151,121.159992,41.143565,-108.085536
312422,9151,121.159994,41.143567,-108.086718
312423,9151,121.159996,41.143568,-108.087899
312424,9151,121.159997,41.14357,-108.089081
312425,9151,121.159999,41.143572,-108.090262
312426,9151,121.160001,41.143574,-108.091443
312427,9151,121.160003,41.143575,-108.092624
312428,9151,121.160004,41.143577,-108.093805
312429,9151,121.160006,41.143579,-108.094986
312430,9151,121.160008,41.14358,-108.096167
312431,9151,121.160009,41.143582,-108.097347
312432,9151,121.160011,41.143584,-108.098528
312433,9151,121.160013,41.143585,-108.099708
312434,9151,121.160014,41.143587,-108.100889
312435,9151,121.160016,41.143589,-108.102069
312436,9151,121.160018,41.143591,-108.103249
312437,9151,121.16002,41.143592,-108.104429
312438,9151,121.160021,41.143594,-108.105609
312439,9151,121.160023,41.143596,-108.106789
312440,9151,121.160025,41.143597,-108.107969
312441,9151,121.160026,41.143599,-108.109149
312442,9151,121.160028,41.143601,-108.110328
312443,9151,121.16003,41.143602,-108.111508
312444,9151,121.160031,41.143604,-108.112687
312445,9151,121.160033,41.143606,-108.113867
312446,9151,121.160035,41.143608,-108.115046
312447,9151,121.160037,41.143609,-108.116225
312448,9151,121.160038,41.143611,-108.117404
312449,9151,121.16004,41.143613,-108.118583
312450,9151,121.160042,41.143614,-108.119762
312451,9151,121.160043,41.143616,-108.120941
312452,9151,121.160045,41.143618,-108.12212
312453,9151,121.160047,41.143619,-108.123298
312454,9151,121.160048,41.143621,-108.124477
312455,9151,121.16005,41.143623,-108.125655
312456,9151,121.160052,41.143625,-108.126834
312457,9151,121.160054,41.143626,-108.128012
312458,9151,121.160055,41.143628,-108.12919
312459,9151,121.160057,41.14363,-108.130368
312460,9151,121.160059,41.143631,-108.131546
312461,9151,121.16006,41.143633,-108.132724
312462,9151,121.160062,41.143635,-108.133902
312463,9151,121.160064,41.143636,-108.13508
312464,9151,121.160065,41.143638,-108.136257
312465,9151,121.160067,41.14364,-108.137435
312466,9151,121.160069,41.143642,-108.138612
312467,9151,121.160071,41.143643,-108.139789
312468,9151,121.160072,41.143645,-108.140967
312469,9151,121.160074,41.143647,-108.142144
312470,9151,121.160076,41.143648,-108.143321
312471,9151,121.160077,41.14365,-108.144498
312472,9151,121.160079,41.143652,-108.145675
312473,9151,121.160081,41.143653,-108.146851
312474,9151,121.160082,41.143655,-108.148028
312475,9151,121.160084,41.143657,-108.149205
312476,9151,121.160086,41.143659,-108.150381
312477,9151,121.160088,41.14366,-108.151557
312478,9151,121.160089,41.143662,-108.152734
312479,9151,121.160091,41.143664,-108.15391
312480,9151,121.160093,41.143665,-108.155086
312481,9151,121.160094,41.143667,-108.156262
312482,9151,121.160096,41.143669,-108.157438
312483,9151,121.160098,41.14367,-108.158614
312484,9151,121.160099,41.143672,-108.15979
312485,9151,121.160101,41.143674,-108.160965
312486,9151,121.160103,41.143676,-108.162141
312487,9151,121.160105,41.143677,-108.163316
312488,9151,121.160106,41.143679,-108.164492
312489,9151,121.160108,41.143681,-108.165667
312490,9151,121.16011,41.143682,-108.166842
312491,9151,121.160111,41.143684,-108.168017
312492,9151,121.160113,41.143686,-108.169192
312493,9151,121.160115,41.143687,-108.170367
312494,9151,121.160116,41.143689,-108.171542
312495,9151,121.160118,41.143691,-108.172717
312496,9151,121.16012,41.143693,-108.173891
312497,9151,121.160122,41.143694,-108.175066
312498,9151,121.160123,41.143696,-108.17624
312499,9151,121.160125,41.143698,-108.177415
312500,9151,121.160127,41.143699,-108.178589
312501,9151,121.160128,41.143701,-108.179763
312502,9151,121.16013,41.143703,-108.180937
312503,9151,121.160132,41.143704,-108.182111
312504,9151,121.160133,41.143706,-108.183285
312505,9151,121.160135,41.143708,-108.184459
312506,9151,121.160137,41.14371,-108.185633
312507,9151,121.160139,41.143711,-108.186806
312508,9151,121.16014,41.143713,-108.18798
312509,9151,121.160142,41.143715,-108.189153
312510,9151,121.160144,41.143716,-108.190327
312511,9151,121.160145,41.143718,-108.1915
312512,9151,121.160147,41.14372,-108.192673
312513,9151,121.160149,41.143721,-108.193846
312514,9151,121.16015,41.143723,-108.195019
312515,9151,121.160152,41.143725,-108.196192
312516,9151,121.160154,41.143727,-108.197365
312517,9151,121.160156,41.143728,-108.198538
312518,9151,121.160157,41.14373,-108.19971
312519,9151,121.160159,41.143732,-108.200883
312520,9151,121.160161,41.143733,-108.202055
312521,9151,121.160162,41.143735,-108.203227
312522,9151,121.160164,41.143737,-108.2044
312523,9151,121.160166,41.143738,-108.205572
312524,9151,121.160167,41.14374,-108.206744
312525,9151,121.160169,41.143742,-108.207916
312526,9151,121.160171,41.143744,-108.209088
312527,9151,121.160173,41.143745,-108.21026
312528,9151,121.160174,41.143747,-108.211431
312529,9151,121.160176,41.143749,-108.212603
312530,9151,121.160178,41.14375,-108.213774
312531,9151,121.160179,41.143752,-108.214946
312532,9151,121.160181,41.143754,-108.216117
312533,9151,121.160183,41.143755,-108.217288
312534,9151,121.160184,41.143757,-108.218459
312535,9151,121.160186,41.143759,-108.219631
312536,9151,121.160188,41.143761,-108.220802
312537,9151,121.16019,41.143762,-108.221972
312538,9151,121.160191,41.143764,-108.223143
312539,9151,121.160193,41.143766,-108.224314
312540,9151,121.160195,41.143767,-108.225484
312541,9151,121.160196,41.143769,-108.226655
312542,9151,121.160198,41.143771,-108.227825
312543,9151,121.1602,41.143772,-108.228996
312544,9151,121.160201,41.143774,-108.230166
312545,9151,121.160203,41.143776,-108.231336
312546,9151,121.160205,41.143778,-108.232506
312547,9151,121.160207,41.143779,-108.233676
312548,9151,121.160208,41.143781,-108.234846
312549,9151,121.16021,41.143783,-108.236016
312550,9151,121.160212,41.143784,-108.237185
312551,9151,121.160213,41.143786,-108.238355
312552,9151,121.160215,41.143788,-108.239524
312553,9151,121.160217,41.143789,-108.240694
312554,9151,121.160218,41.143791,-108.241863
312555,9151,121.16022,41.143793,-108.243032
312556,9151,121.160222,41.143795,-108.244201
312557,9151,121.160224,41.143796,-108.245371
312558,9151,121.160225,41.143798,-108.246539
312559,9151,121.160227,41.1438,-108.247708
312560,9151,121.160229,41.143801,-108.248877
312561,9151,121.16023,41.143803,-108.250046
312562,9151,121.160232,41.143805,-108.251214
312563,9151,121.160234,41.143806,-108.252383
312564,9151,121.160235,41.143808,-108.253551
312565,9151,121.160237,41.14381,-108.25472
312566,9151,121.160239,41.143812,-108.255888
312567,9151,121.160241,41.143813,-108.257056
312568,9151,121.160242,41.143815,-108.258224
312569,9151,121.160244,41.143817,-108.259392
312570,9151,121.160246,41.143818,-108.26056
312571,9151,121.160247,41.14382,-108.261727
312572,9151,121.160249,41.143822,-108.262895
312573,9151,121.160251,41.143823,-108.264063
312574,9151,121.160252,41.143825,-108.26523
312575,9151,121.160254,41.143827,-108.266398
312576,9151,121.160256,41.143829,-108.267565
312577,9151,121.160258,41.14383,-108.268732
312578,9151,121.160259,41.143832,-108.269899
312579,9151,121.160261,41.143834,-108.271066
312580,9151,121.160263,41.143835,-108.272233
312581,9151,121.160264,41.143837,-108.2734
312582,9151,121.160266,41.143839,-108.274567
312583,9151,121.160268,41.14384,-108.275733
312584,9151,121.160269,41.143842,-108.2769
312585,9151,121.160271,41.143844,-108.278067
312586,9151,121.160273,41.143846,-108.279233
312587,9151,121.160275,41.143847,-108.280399
312588,9151,121.160276,41.143849,-108.281565
312589,9151,121.160278,41.143851,-108.282732
312590,9151,121.16028,41.143852,-108.283898
312591,9151,121.160281,41.143854,-108.285063
312592,9151,121.160283,41.143856,-108.286229
312593,9151,121.160285,41.143857,-108.287395
312594,9151,121.160286,41.143859,-108.288561
312595,9151,121.160288,41.143861,-108.289726
312596,9151,121.16029,41.143863,-108.290892
312597,9151,121.160292,41.143864,-108.292057
312598,9151,121.160293,41.143866,-108.293223
312599,9151,121.160295,41.143868,-108.294388
312600,9151,121.160297,41.143869,-108.295553
312601,9151,121.160298,41.143871,-108.296718
312602,9151,121.1603,41.143873,-108.297883
312603,9151,121.160302,41.143874,-108.299048
312604,9151,121.160303,41.143876,-108.300212
312605,9151,121.160305,41.143878,-108.301377
312606,9151,121.160307,41.14388,-108.302542
312607,9151,121.160309,41.143881,-108.303706
312608,9151,121.16031,41.143883,-108.304871
312609,9151,121.160312,41.143885,-108.306035
312610,9151,121.160314,41.143886,-108.307199
312611,9151,121.160315,41.143888,-108.308363
312612,9151,121.160317,41.14389,-108.309527
312613,9151,121.160319,41.143891,-108.310691
312614,9151,121.16032,41.143893,-108.311855
312615,9151,121.160322,41.143895,-108.313019
312616,9151,121.160324,41.143897,-108.314182
312617,9151,121.160326,41.143898,-108.315346
312618,9151,121.160327,41.1439,-108.31651
312619,9151,121.160329,41.143902,-108.317673
312620,9151,121.160331,41.143903,-108.318836
312621,9151,121.160332,41.143905,-108.319999
312622,9151,121.160334,41.143907,-108.321163
312623,9151,121.160336,41.143908,-108.322326
312624,9151,121.160337,41.14391,-108.323489
312625,9151,121.160339,41.143912,-108.324651
312626,9151,121.160341,41.143914,-108.325814
312627,9151,121.160343,41.143915,-108.326977
312628,9151,121.160344,41.143917,-108.328139
312629,9151,121.160346,41.143919,-108.329302
312630,9151,121.160348,41.14392,-108.330464
312631,9151,121.160349,41.143922,-108.331627
312632,9151,121.160351,41.143924,-108.332789
312633,9151,121.160353,41.143925,-108.333951
312634,9151,121.160354,41.143927,-108.335113
312635,9151,121.160356,41.143929,-108.336275
312636,9151,121.160358,41.143931,-108.337437
312637,9151,121.16036,41.143932,-108.338599
312638,9151,121.160361,41.143934,-108.33976
312639,9151,121.160363,41.143936,-108.340922
312640,9151,121.160365,41.143937,-108.342083
312641,9151,121.160366,41.143939,-108.343245
312642,9151,121.160368,41.143941,-108.344406
312643,9151,121.16037,41.143942,-108.345567
312644,9151,121.160371,41.143944,-108.346728
312645,9151,121.160373,41.143946,-108.34789
312646,9151,121.160375,41.143948,-108.34905
312647,9151,121.160377,41.143949,-108.350211
312648,9151,121.160378,41.143951,-108.351372
312649,9151,121.16038,41.143953,-108.352533
312650,9151,121.160382,41.143954,-108.353693
312651,9151,121.160383,41.143956,-108.354854
312652,9151,121.160385,41.143958,-108.356014
312653,9151,121.160387,41.143959,-108.357175
312654,9151,121.160388,41.143961,-108.358335
312655,9151,121.16039,41.143963,-108.359495
312656,9151,121.160392,41.143965,-108.360655
312657,9151,121.160394,41.143966,-108.361815
312658,9151,121.160395,41.143968,-108.362975
312659,9151,121.160397,41.14397,-108.364135
312660,9151,121.160399,41.143971,-108.365294
312661,9151,121.1604,41.143973,-108.366454
312662,9151,121.160402,41.143975,-108.367614
312663,9151,121.160404,41.143976,-108.368773
312664,9151,121.160405,41.143978,-108.369932
312665,9151,121.160407,41.14398,-108.371092
312666,9151,121.160409,41.143982,-108.372251
312667,9151,121.160411,41.143983,-108.37341
312668,9151,121.160412,41.143985,-108.374569
312669,9151,121.160414,41.143987,-108.375728
312670,9151,121.160416,41.143988,-108.376886
312671,9151,121.160417,41.14399,-108.378045
312672,9151,121.160419,41.143992,-108.379204
312673,9151,121.160421,41.143993,-108.380362
312674,9151,121.160422,41.143995,-108.381521
312675,9151,121.160424,41.143997,-108.382679
312676,9151,121.160426,41.143999,-108.383837
312677,9151,121.160428,41.144,-108.384996
312678,9151,121.160429,41.144002,-108.386154
312679,9151,121.160431,41.144004,-108.387312
312680,9151,121.160433,41.144005,-108.38847
312681,9151,121.160434,41.144007,-108.389627
312682,9151,121.160436,41.144009,-108.390785
312683,9151,121.160438,41.14401,-108.391943
312684,9151,121.160439,41.144012,-108.3931
312685,9151,121.160441,41.144014,-108.394258
312686,9151,121.160443,41.144016,-108.395415
312687,9151,121.160445,41.144017,-108.396572
312688,9151,121.160446,41.144019,-108.39773
312689,9151,121.160448,41.144021,-108.398887
312690,9151,121.16045,41.144022,-108.400044
312691,9151,121.160451,41.144024,-108.401201
312692,9151,121.160453,41.144026,-108.402357
312693,9151,121.160455,41.144027,-108.403514
312694,9151,121.160456,41.144029,-108.404671
312695,9151,121.160458,41.144031,-108.405827
312696,9151,121.16046,41.144033,-108.406984
312697,9151,121.160462,41.144034,-108.40814
312698,9151,121.160463,41.144036,-108.409296
312699,9151,121.160465,41.144038,-108.410453
312700,9151,121.160467,41.144039,-108.411609
312701,9151,121.160468,41.144041,-108.412765
312702,9151,121.16047,41.144043,-108.413921
312703,9151,121.160472,41.144044,-108.415077
312704,9151,121.160473,41.144046,-108.416232
312705,9151,121.160475,41.144048,-108.417388
312706,9151,121.160477,41.14405,-108.418544
312707,9151,121.160479,41.144051,-108.419699
312708,9151,121.16048,41.144053,-108.420854
312709,9151,121.160482,41.144055,-108.42201
312710,9151,121.160484,41.144056,-108.423165
312711,9151,121.160485,41.144058,-108.42432
312712,9151,121.160487,41.14406,-108.425475
312713,9151,121.160489,41.144061,-108.42663
312714,9151,121.16049,41.144063,-108.427785
312715,9151,121.160492,41.144065,-108.42894
312716,9151,121.160494,41.144067,-108.430094
312717,9151,121.160496,41.144068,-108.431249
312718,9151,121.160497,41.14407,-108.432404
312719,9151,121.160499,41.144072,-108.433558
312720,9151,121.160501,41.144073,-108.434712
312721,9151,121.160502,41.144075,-108.435866
312722,9151,121.160504,41.144077,-108.437021
312723,9151,121.160506,41.144078,-108.438175
312724,9151,121.160507,41.14408,-108.439329
312725,9151,121.160509,41.144082,-108.440483
312726,9151,121.160511,41.144084,-108.441636
312727,9151,121.160513,41.144085,-108.44279
312728,9151,121.160514,41.144087,-108.443944
312729,9151,121.160516,41.144089,-108.445097
312730,9151,121.160518,41.14409,-108.446251
312731,9151,121.160519,41.144092,-108.447404
312732,9151,121.160521,41.144094,-108.448557
312733,9151,121.160523,41.144095,-108.44971
312734,9151,121.160524,41.144097,-108.450863
312735,9151,121.160526,41.144099,-108.452016
312736,9151,121.160528,41.144101,-108.453169
312737,9151,121.16053,41.144102,-108.454322
312738,9151,121.160531,41.144104,-108.455475
312739,9151,121.160533,41.144106,-108.456628
312740,9151,121.160535,41.144107,-108.45778
312741,9151,121.160536,41.144109,-108.458933
312742,9151,121.160538,41.144111,-108.460085
312743,9151,121.16054,41.144112,-108.461237
312744,9151,121.160541,41.144114,-108.462389
312745,9151,121.160543,41.144116,-108.463541
312746,9151,121.160545,41.144118,-108.464693
312747,9151,121.160547,41.144119,-108.465845
312748,9151,121.160548,41.144121,-108.466997
312749,9151,121.16055,41.144123,-108.468149
312750,9151,121.160552,41.144124,-108.469301
312751,9151,121.160553,41.144126,-108.470452
312752,9151,121.160555,41.144128,-108.471604
312753,9151,121.160557,41.144129,-108.472755
312754,9151,121.160558,41.144131,-108.473906
312755,9151,121.16056,41.144133,-108.475058
312756,9151,121.160562,41.144135,-108.476209
312757,9151,121.160564,41.144136,-108.47736
312758,9151,121.160565,41.144138,-108.478511
312759,9151,121.160567,41.14414,-108.479662
312760,9151,121.160569,41.144141,-108.480812
312761,9151,121.16057,41.144143,-108.481963
312762,9151,121.160572,41.144145,-108.483114
312763,9151,121.160574,41.144146,-108.484264
312764,9151,121.160575,41.144148,-108.485415
312765,9151,121.160577,41.14415,-108.486565
312766,9151,121.160579,41.144152,-108.487715
312767,9151,121.160581,41.144153,-108.488865
312768,9151,121.160582,41.144155,-108.490015
312769,9151,121.160584,41.144157,-108.491165
312770,9151,121.160586,41.144158,-108.492315
312771,9151,121.160587,41.14416,-108.493465
312772,9151,121.160589,41.144162,-108.494615
312773,9151,121.160591,41.144163,-108.495764
312774,9151,121.160592,41.144165,-108.496914
312775,9151,121.160594,41.144167,-108.498063
312776,9151,121.160596,41.144169,-108.499213
312777,9151,121.160598,41.14417,-108.500362
312778,9151,121.160599,41.144172,-108.501511
312779,9151,121.160601,41.144174,-108.50266
312780,9151,121.160603,41.144175,-108.503809
312781,9151,121.160604,41.144177,-108.504958
312782,9151,121.160606,41.144179,-108.506107
312783,9151,121.160608,41.14418,-108.507256
312784,9151,121.160609,41.144182,-108.508404
312785,9151,121.160611,41.144184,-108.509553
312786,9151,121.160613,41.144186,-108.510701
312787,9151,121.160615,41.144187,-108.51185
312788,9151,121.160616,41.144189,-108.512998
312789,9151,121.160618,41.144191,-108.514146
312790,9151,121.16062,41.144192,-108.515294
312791,9151,121.160621,41.144194,-108.516442
312792,9151,121.160623,41.144196,-108.51759
312793,9151,121.160625,41.144197,-108.518738
312794,9151,121.160626,41.144199,-108.519886
312795,9151,121.160628,41.144201,-108.521034
312796,9151,121.16063,41.144203,-108.522181
312797,9151,121.160632,41.144204,-108.523329
312798,9151,121.160633,41.144206,-108.524476
312799,9151,121.160635,41.144208,-108.525624
312800,9151,121.160637,41.144209,-108.526771
312801,9151,121.160638,41.144211,-108.527918
312802,9151,121.16064,41.144213,-108.529065
312803,9151,121.160642,41.144214,-108.530212
312804,9151,121.160643,41.144216,-108.531359
312805,9151,121.160645,41.144218,-108.532506
312806,9151,121.160647,41.14422,-108.533652
312807,9151,121.160649,41.144221,-108.534799
312808,9151,121.16065,41.144223,-108.535946
312809,9151,121.160652,41.144225,-108.537092
312810,9151,121.160654,41.144226,-108.538238
312811,9151,121.160655,41.144228,-108.539385
312812,9151,121.160657,41.14423,-108.540531
312813,9151,121.160659,41.144231,-108.541677
312814,9151,121.16066,41.144233,-108.542823
312815,9151,121.160662,41.144235,-108.543969
312816,9151,121.160664,41.144237,-108.545115
312817,9151,121.160666,41.144238,-108.54626
312818,9151,121.160667,41.14424,-108.547406
312819,9151,121.160669,41.144242,-108.548552
312820,9151,121.160671,41.144243,-108.549697
312821,9151,121.160672,41.144245,-108.550843
312822,9151,121.160674,41.144247,-108.551988
312823,9151,121.160676,41.144248,-108.553133
312824,9151,121.160677,41.14425,-108.554278
312825,9151,121.160679,41.144252,-108.555423
312826,9151,121.160681,41.144254,-108.556568
