本小区ID,邻小区ID,本小区LAC,邻小区LAC,
CellId,AdjcellId,CellLac,Adjcelllac,
9551,9222,14119,14119,
9551,9463,14119,14119,
9551,9193,14119,14119,
9551,9221,14119,14119,
9551,9553,14119,14119,
9551,9192,14119,14119,
9551,9223,14119,14119,
9552,9291,14119,14119,
9552,9523,14119,14119,
9552,9062,14119,14119,
9552,9553,14119,14119,
9552,9042,14119,14119,
9552,9153,14119,14119,
9552,9131,14119,14119,
9552,9463,14119,14119,
9552,9072,14119,14119,
9552,9111,14119,14119,
9552,9132,14119,14119,
9552,9243,14119,14119,
9552,9522,14119,14119,
9552,9073,14119,14119,
9552,9373,14119,14119,
9552,9551,14119,14119,
9552,9063,14119,14119,
9552,9152,14119,14119,
9552,9382,14119,14119,
9552,9032,14119,14119,
9552,9192,14119,14119,
9552,9222,14119,14119,
9552,9371,14119,14119,
9552,9412,14119,14119,
9552,9521,14119,14119,
9552,9031,14119,14119,
9552,9061,14119,14119,
9552,9034,14119,14119,
9552,9133,14119,14119,
9071,9453,14119,14119,
9071,9463,14119,14119,
9071,9541,14119,14119,
9071,9053,14119,14119,
9071,9203,14119,14119,
9071,9362,14119,14119,
9071,9072,14119,14119,
9071,9543,14119,14119,
9071,9153,14119,14119,
9071,9343,14119,14119,
9071,9452,14119,14119,
9071,9461,14119,14119,
9071,9051,14119,14119,
9071,9241,14119,14119,
9071,9074,14119,14119,
9071,9141,14119,14119,
9071,9311,14119,14119,
9071,9180,14119,14119,
9071,9312,14119,14119,
9071,9451,14119,14119,
9071,9151,14119,14119,
9071,9191,14119,14119,
9071,9202,14119,14119,
9071,9011,14119,14119,
9071,9131,14119,14119,
9071,9188,14119,14119,
9071,9201,14119,14119,
9071,9073,14119,14119,
9072,9053,14119,14119,
9072,9142,14119,14119,
9072,9152,14119,14119,
9072,9141,14119,14119,
9072,9153,14119,14119,
9072,9312,14119,14119,
9072,9011,14119,14119,
9072,9071,14119,14119,
9072,9073,14119,14119,
9072,9242,14119,14119,
9072,9543,14119,14119,
9072,9151,14119,14119,
9072,9202,14119,14119,
9072,9552,14119,14119,
9072,9061,14119,14119,
9072,9371,14119,14119,
9072,9131,14119,14119,
9072,9132,14119,14119,
9072,9074,14119,14119,
9072,9243,14119,14119,
9072,9463,14119,14119,
9072,9521,14119,14119,
9072,9462,14119,14119,
9072,9031,14119,14119,
9072,9192,14119,14119,
9072,9203,14119,14119,
9072,9241,14119,14119,
9072,9461,14119,14119,
9072,9143,14119,14119,
9261,9021,14119,14119,
9261,9271,14119,14119,
9261,9343,14119,14119,
9261,9462,14119,14119,
9261,9501,14119,14119,
9261,9542,14119,14119,
9261,9052,14119,14119,
9261,9101,14119,14119,
9261,9262,14119,14119,
9261,9241,14119,14119,
9261,9541,14119,14119,
9261,9211,14119,14119,
9261,9321,14119,14119,
9261,9443,14119,14119,
9261,9012,14119,14119,
9261,9053,14119,14119,
9261,9142,14119,14119,
9261,9202,14119,14119,
9261,9323,14119,14119,
9261,9011,14119,14119,
9261,9051,14119,14119,
9261,9242,14119,14119,
9261,9103,14119,14119,
9261,9143,14119,14119,
9261,9543,14119,14119,
9261,9121,14119,14119,
9261,9141,14119,14119,
9261,9212,14119,14119,
9261,9213,14119,14119,
9261,9263,14119,14119,
9262,9103,14119,14119,
9262,9322,14119,14119,
9262,9372,14119,14119,
9262,9571,14119,14119,
9262,9212,14119,14119,
9262,9263,14119,14119,
9262,9533,14119,14119,
9262,9012,14119,14119,
9262,9021,14119,14119,
9262,9271,14119,14119,
9262,9501,14119,14119,
9262,9542,14119,14119,
9262,9272,14119,14119,
9262,9023,14119,14119,
9262,9122,14119,14119,
9262,9323,14119,14119,
9262,9102,14119,14119,
9262,9292,14119,14119,
9262,9331,14119,14119,
9262,9142,14119,14119,
9262,9443,14119,14119,
9262,9441,14119,14119,
9262,9022,14119,14119,
9262,9251,14119,14119,
9262,9572,14119,14119,
9262,9121,14119,14119,
9262,9213,14119,14119,
9262,9502,14119,14119,
9262,9261,14119,14119,
9262,9573,14119,14119,
9151,9202,14119,14119,
9151,9371,14119,14119,
9151,9013,14119,14119,
9151,9053,14119,14119,
9151,9152,14119,14119,
9151,9461,14119,14119,
9151,9011,14119,14119,
9151,9061,14119,14119,
9151,9142,14119,14119,
9151,9241,14119,14119,
9151,9463,14119,14119,
9151,9071,14119,14119,
9151,9073,14119,14119,
9151,9074,14119,14119,
9151,9141,14119,14119,
9151,9072,14119,14119,
9151,9132,14119,14119,
9151,9213,14119,14119,
9151,9242,14119,14119,
9151,9312,14119,14119,
9151,9192,14119,14119,
9151,9271,14119,14119,
9151,9143,14119,14119,
9151,9153,14119,14119,
9151,9243,14119,14119,
9151,9462,14119,14119,
9151,9543,14119,14119,
9292,9112,14119,14119,
9292,9123,14119,14119,
9292,9171,14119,14119,
9292,9501,14119,14119,
9292,9023,14119,14119,
9292,9503,14119,14119,
9292,9563,14119,14119,
9292,9122,14119,14119,
9292,9172,14119,14119,
9292,9272,14119,14119,
9292,9522,14119,14119,
9292,9331,14119,14119,
9292,10013,14119,14103,
9292,9162,14119,14119,
9292,9402,14119,14119,
9292,9502,14119,14119,
9292,9173,14119,14119,
9292,9253,14119,14119,
9292,9062,14119,14119,
9292,9333,14119,14119,
9292,9372,14119,14119,
9292,9262,14119,14119,
9292,9291,14119,14119,
9292,9332,14119,14119,
9292,9561,14119,14119,
9292,9273,14119,14119,
9292,9573,14119,14119,
9292,9293,14119,14119,
9292,9401,14119,14119,
9291,9162,14119,14119,
9291,9272,14119,14119,
9291,9372,14119,14119,
9291,9523,14119,14119,
9291,9152,14119,14119,
9291,9501,14119,14119,
9291,9013,14119,14119,
9291,9292,14119,14119,
9291,9522,14119,14119,
9291,9552,14119,14119,
9291,9273,14119,14119,
9291,9521,14119,14119,
9291,9061,14119,14119,
9291,9111,14119,14119,
9291,9331,14119,14119,
9291,9023,14119,14119,
9291,9032,14119,14119,
9291,9063,14119,14119,
9291,9171,14119,14119,
9291,9062,14119,14119,
9291,9123,14119,14119,
9291,9243,14119,14119,
9291,9293,14119,14119,
9291,9161,14119,14119,
9291,9113,14119,14119,
9291,9371,14119,14119,
9291,9503,14119,14119,
9291,9112,14119,14119,
9291,9121,14119,14119,
9291,9242,14119,14119,
9372,9263,14119,14119,
9372,9242,14119,14119,
9372,9123,14119,14119,
9372,9023,14119,14119,
9372,9061,14119,14119,
9372,9262,14119,14119,
9372,9272,14119,14119,
9372,9273,14119,14119,
9372,9012,14119,14119,
9372,9111,14119,14119,
9372,9121,14119,14119,
9372,9171,14119,14119,
9372,9501,14119,14119,
9372,9522,14119,14119,
9372,9271,14119,14119,
9372,9291,14119,14119,
9372,9062,14119,14119,
9372,9243,14119,14119,
9372,9013,14119,14119,
9372,9152,14119,14119,
9372,9292,14119,14119,
9372,9371,14119,14119,
9372,9373,14119,14119,
9371,9072,14119,14119,
9371,9073,14119,14119,
9371,9013,14119,14119,
9371,9263,14119,14119,
9371,9273,14119,14119,
9371,9551,14119,14119,
9371,9463,14119,14119,
9371,9192,14119,14119,
9371,9521,14119,14119,
9371,9111,14119,14119,
9371,9133,14119,14119,
9371,9152,14119,14119,
9371,9372,14119,14119,
9371,9552,14119,14119,
9371,9143,14119,14119,
9371,9153,14119,14119,
9371,9034,14119,14119,
9371,9131,14119,14119,
9371,9132,14119,14119,
9371,9031,14119,14119,
9371,9151,14119,14119,
9371,9271,14119,14119,
9371,9373,14119,14119,
9371,9061,14119,14119,
9371,9011,14119,14119,
9371,9241,14119,14119,
9371,9242,14119,14119,
9371,9243,14119,14119,
9371,9291,14119,14119,
9371,9462,14119,14119,
9373,9061,14119,14119,
9373,9073,14119,14119,
9373,9521,14119,14119,
9373,9552,14119,14119,
9373,9031,14119,14119,
9373,9062,14119,14119,
9373,9372,14119,14119,
9373,9063,14119,14119,
9373,9133,14119,14119,
9373,9192,14119,14119,
9373,9272,14119,14119,
9373,9242,14119,14119,
9373,9013,14119,14119,
9373,9243,14119,14119,
9373,9522,14119,14119,
9373,9111,14119,14119,
9373,9032,14119,14119,
9373,9553,14119,14119,
9373,9273,14119,14119,
9373,9132,14119,14119,
9373,9152,14119,14119,
9373,9371,14119,14119,
9373,9523,14119,14119,
9013,9011,14119,14119,
9013,9371,14119,14119,
9013,9152,14119,14119,
9013,9142,14119,14119,
9013,9271,14119,14119,
9013,9153,14119,14119,
9013,9062,14119,14119,
9013,9241,14119,14119,
9013,9242,14119,14119,
9013,9291,14119,14119,
9013,9061,14119,14119,
9013,9273,14119,14119,
9013,9373,14119,14119,
9013,9063,14119,14119,
9013,9132,14119,14119,
9013,9143,14119,14119,
9013,9151,14119,14119,
9013,9123,14119,14119,
9013,9372,14119,14119,
9013,9462,14119,14119,
9013,9522,14119,14119,
9013,9012,14119,14119,
9013,9121,14119,14119,
9013,9463,14119,14119,
9013,9243,14119,14119,
9013,9263,14119,14119,
9192,9131,14119,14119,
9192,9461,14119,14119,
9192,9222,14119,14119,
9192,9362,14119,14119,
9192,9061,14119,14119,
9192,9073,14119,14119,
9192,9074,14119,14119,
9192,9203,14119,14119,
9192,9551,14119,14119,
9192,9132,14119,14119,
9192,9193,14119,14119,
9192,9133,14119,14119,
9192,9371,14119,14119,
9192,9373,14119,14119,
9192,9153,14119,14119,
9192,9191,14119,14119,
9192,9072,14119,14119,
9192,9151,14119,14119,
9192,9463,14119,14119,
9192,9521,14119,14119,
9192,9031,14119,14119,
9192,9152,14119,14119,
9192,9221,14119,14119,
9192,9312,14119,14119,
9192,9382,14119,14119,
9192,9111,14119,14119,
9192,9241,14119,14119,
9192,9552,14119,14119,
9461,9071,14119,14119,
9461,9180,14119,14119,
9461,9463,14119,14119,
9461,9074,14119,14119,
9461,9141,14119,14119,
9461,9151,14119,14119,
9461,9541,14119,14119,
9461,9053,14119,14119,
9461,9192,14119,14119,
9461,9203,14119,14119,
9461,9241,14119,14119,
9461,9143,14119,14119,
9461,9188,14119,14119,
9461,9191,14119,14119,
9461,9462,14119,14119,
9461,9201,14119,14119,
9461,9072,14119,14119,
9461,9312,14119,14119,
9461,9343,14119,14119,
9461,9452,14119,14119,
9461,9131,14119,14119,
9461,9202,14119,14119,
9461,9362,14119,14119,
9461,9453,14119,14119,
9461,9543,14119,14119,
9461,9011,14119,14119,
9461,9051,14119,14119,
9461,9073,14119,14119,
9461,9153,14119,14119,
9131,9312,14119,14119,
9131,9381,14119,14119,
9131,9552,14119,14119,
9131,9132,14119,14119,
9131,9221,14119,14119,
9131,9382,14119,14119,
9131,9074,14119,14119,
9131,9143,14119,14119,
9131,9191,14119,14119,
9131,9311,14119,14119,
9131,9073,14119,14119,
9131,9521,14119,14119,
9131,9034,14119,14119,
9131,9222,14119,14119,
9131,9371,14119,14119,
9131,9192,14119,14119,
9131,9463,14119,14119,
9131,9072,14119,14119,
9131,9133,14119,14119,
9131,9203,14119,14119,
9131,9551,14119,14119,
9131,9061,14119,14119,
9131,9071,14119,14119,
9131,9153,14119,14119,
9131,9193,14119,14119,
9131,9461,14119,14119,
9131,9232,14119,14119,
9131,9313,14119,14119,
9131,9362,14119,14119,
9132,9192,14119,14119,
9132,9522,14119,14119,
9132,9061,14119,14119,
9132,9111,14119,14119,
9132,9031,14119,14119,
9132,9063,14119,14119,
9132,9131,14119,14119,
9132,9143,14119,14119,
9132,9552,14119,14119,
9132,9153,14119,14119,
9132,9462,14119,14119,
9132,9013,14119,14119,
9132,9241,14119,14119,
9132,9072,14119,14119,
9132,9463,14119,14119,
9132,9073,14119,14119,
9132,9243,14119,14119,
9132,9371,14119,14119,
9132,9373,14119,14119,
9132,9133,14119,14119,
9132,9151,14119,14119,
9132,9152,14119,14119,
9132,9521,14119,14119,
9263,9262,14119,14119,
9263,9273,14119,14119,
9263,9143,14119,14119,
9263,9542,14119,14119,
9263,9571,14119,14119,
9263,9062,14119,14119,
9263,9121,14119,14119,
9263,9123,14119,14119,
9263,9243,14119,14119,
9263,9372,14119,14119,
9263,9023,14119,14119,
9263,9213,14119,14119,
9263,9271,14119,14119,
9263,9331,14119,14119,
9263,9503,14119,14119,
9263,9543,14119,14119,
9263,9142,14119,14119,
9263,9272,14119,14119,
9263,9012,14119,14119,
9263,9261,14119,14119,
9263,9462,14119,14119,
9263,9011,14119,14119,
9263,9103,14119,14119,
9263,9122,14119,14119,
9263,9323,14119,14119,
9263,9371,14119,14119,
9263,9013,14119,14119,
9263,9242,14119,14119,
9263,9501,14119,14119,
9074,9053,14119,14119,
9074,9151,14119,14119,
9074,9071,14119,14119,
9074,9131,14119,14119,
9074,9203,14119,14119,
9074,9451,14119,14119,
9074,9192,14119,14119,
9074,9221,14119,14119,
9074,9072,14119,14119,
9074,9312,14119,14119,
9074,9362,14119,14119,
9074,9051,14119,14119,
9074,9153,14119,14119,
9074,9453,14119,14119,
9074,9543,14119,14119,
9074,9381,14119,14119,
9074,9452,14119,14119,
9074,9313,14119,14119,
9074,9541,14119,14119,
9074,9191,14119,14119,
9074,9551,14119,14119,
9074,9201,14119,14119,
9074,9232,14119,14119,
9074,9461,14119,14119,
9074,9073,14119,14119,
9074,9311,14119,14119,
9521,9032,14119,14119,
9521,9034,14119,14119,
9521,9061,14119,14119,
9521,9551,14119,14119,
9521,9031,14119,14119,
9521,9161,14119,14119,
9521,9243,14119,14119,
9521,9371,14119,14119,
9521,9063,14119,14119,
9521,9111,14119,14119,
9521,9072,14119,14119,
9521,9131,14119,14119,
9521,9463,14119,14119,
9521,9133,14119,14119,
9521,9152,14119,14119,
9521,9132,14119,14119,
9521,9522,14119,14119,
9521,9523,14119,14119,
9521,9291,14119,14119,
9521,9552,14119,14119,
9521,9073,14119,14119,
9521,9153,14119,14119,
9521,9553,14119,14119,
9521,9033,14119,14119,
9521,9192,14119,14119,
9521,9222,14119,14119,
9521,9373,14119,14119,
9522,9161,14119,14119,
9522,9171,14119,14119,
9522,9372,14119,14119,
9522,9112,14119,14119,
9522,9061,14119,14119,
9522,9123,14119,14119,
9522,9291,14119,14119,
9522,9552,14119,14119,
9522,9293,14119,14119,
9522,9031,14119,14119,
9522,9111,14119,14119,
9522,9162,14119,14119,
9522,9132,14119,14119,
9522,9273,14119,14119,
9522,9373,14119,14119,
9522,9113,14119,14119,
9522,9133,14119,14119,
9522,9292,14119,14119,
9522,9032,14119,14119,
9522,9152,14119,14119,
9522,9503,14119,14119,
9522,9521,14119,14119,
9522,9013,14119,14119,
9522,9062,14119,14119,
9522,9121,14119,14119,
9522,9243,14119,14119,
9522,9063,14119,14119,
9522,9523,14119,14119,
9162,10060,14119,14103,
9162,9291,14119,14119,
9162,9123,14119,14119,
9162,9163,14119,14119,
9162,9333,14119,14119,
9162,9332,14119,14119,
9162,9562,14119,14119,
9162,9561,14119,14119,
9162,10013,14119,14103,
9162,9161,14119,14119,
9162,9171,14119,14119,
9162,9112,14119,14119,
9162,9172,14119,14119,
9162,9401,14119,14119,
9162,10113,14119,14103,
9162,9402,14119,14119,
9162,9282,14119,14119,
9162,9522,14119,14119,
9162,9563,14119,14119,
9162,9292,14119,14119,
9162,9293,14119,14119,
9162,9032,14119,14119,
9162,9113,14119,14119,
9162,9173,14119,14119,
9162,9503,14119,14119,
9161,9291,14119,14119,
9161,9521,14119,14119,
9161,9523,14119,14119,
9161,9034,14119,14119,
9161,9112,14119,14119,
9161,9031,14119,14119,
9161,9033,14119,14119,
9161,9282,14119,14119,
9161,9522,14119,14119,
9161,9063,14119,14119,
9161,9111,14119,14119,
9161,9162,14119,14119,
9161,9163,14119,14119,
9161,9032,14119,14119,
9161,9412,14119,14119,
9161,9503,14119,14119,
9161,9553,14119,14119,
9161,9222,14119,14119,
9161,9293,14119,14119,
9161,9113,14119,14119,
9161,9123,14119,14119,
9161,9171,14119,14119,
9161,9173,14119,14119,
9161,9281,14119,14119,
9161,9563,14119,14119,
9161,9401,14119,14119,
9212,9142,14119,14119,
9212,9443,14119,14119,
9212,9342,14119,14119,
9212,9441,14119,14119,
9212,9542,14119,14119,
9212,9261,14119,14119,
9212,9021,14119,14119,
9212,9052,14119,14119,
9212,9102,14119,14119,
9212,9262,14119,14119,
9212,9012,14119,14119,
9212,9211,14119,14119,
9212,9323,14119,14119,
9212,9501,14119,14119,
9212,9533,14119,14119,
9212,9101,14119,14119,
9212,9531,14119,14119,
9212,9213,14119,14119,
9212,9322,14119,14119,
9212,9093,14119,14119,
9212,9103,14119,14119,
9212,9321,14119,14119,
9211,9202,14119,14119,
9211,9452,14119,14119,
9211,9101,14119,14119,
9211,9213,14119,14119,
9211,9093,14119,14119,
9211,9443,14119,14119,
9211,9542,14119,14119,
9211,9103,14119,14119,
9211,9212,14119,14119,
9211,10300,14119,14103,
9211,9021,14119,14119,
9211,9323,14119,14119,
9211,9011,14119,14119,
9211,9053,14119,14119,
9211,9142,14119,14119,
9211,9321,14119,14119,
9211,9341,14119,14119,
9211,9543,14119,14119,
9211,9141,14119,14119,
9211,9531,14119,14119,
9211,9541,14119,14119,
9211,9052,14119,14119,
9211,9342,14119,14119,
9211,9343,14119,14119,
9211,9051,14119,14119,
9211,9091,14119,14119,
9211,9261,14119,14119,
9052,10300,14119,14103,
9052,9053,14119,14119,
9052,9103,14119,14119,
9052,9443,14119,14119,
9052,9091,14119,14119,
9052,9101,14119,14119,
9052,9322,14119,14119,
9052,9342,14119,14119,
9052,9541,14119,14119,
9052,9202,14119,14119,
9052,9211,14119,14119,
9052,9542,14119,14119,
9052,9213,14119,14119,
9052,9343,14119,14119,
9052,9102,14119,14119,
9052,9261,14119,14119,
9052,9321,14119,14119,
9052,9142,14119,14119,
9052,9051,14119,14119,
9052,9531,14119,14119,
9052,9093,14119,14119,
9052,9212,14119,14119,
9051,10300,14119,14103,
9051,9093,14119,14119,
9051,9188,14119,14119,
9051,9011,14119,14119,
9051,9071,14119,14119,
9051,9201,14119,14119,
9051,9342,14119,14119,
9051,9211,14119,14119,
9051,9452,14119,14119,
9051,9451,14119,14119,
9051,9053,14119,14119,
9051,9091,14119,14119,
9051,9180,14119,14119,
9051,9261,14119,14119,
9051,9321,14119,14119,
9051,9341,14119,14119,
9051,9531,14119,14119,
9051,9052,14119,14119,
9051,9141,14119,14119,
9051,9203,14119,14119,
9051,9343,14119,14119,
9051,9461,14119,14119,
9051,9202,14119,14119,
9051,9312,14119,14119,
9051,9362,14119,14119,
9051,9074,14119,14119,
9051,9101,14119,14119,
9051,9422,14119,14119,
9051,9541,14119,14119,
9041,9233,14119,14119,
9041,9231,14119,14119,
9041,9361,14119,14119,
9041,9383,14119,14119,
9041,9313,14119,14119,
9041,9363,14119,14119,
9041,10120,14119,14103,
9041,9232,14119,14119,
9041,9413,14119,14119,
9041,9553,14119,14119,
9041,9300,14119,14119,
9041,9381,14119,14119,
9041,9034,14119,14119,
9041,9043,14119,14119,
9041,9391,14119,14119,
9041,9392,14119,14119,
9041,9223,14119,14119,
9041,9042,14119,14119,
9041,9221,14119,14119,
9041,9281,14119,14119,
9041,9382,14119,14119,
9041,9393,14119,14119,
9041,9080,14119,14119,
9041,9193,14119,14119,
9041,9411,14119,14119,
9332,10293,14119,14103,
9332,9502,14119,14119,
9332,9292,14119,14119,
9332,9561,14119,14119,
9332,10111,14119,14103,
9332,10283,14119,14103,
9332,9252,14119,14119,
9332,10281,14119,14103,
9332,9171,14119,14119,
9332,9573,14119,14119,
9332,10090,14119,14103,
9332,9562,14119,14119,
9332,10250,14119,14103,
9332,9022,14119,14119,
9332,9572,14119,14119,
9332,10113,14119,14103,
9332,9253,14119,14119,
9332,10013,14119,14103,
9332,10112,14119,14103,
9332,10292,14119,14103,
9332,10060,14119,14103,
9332,10258,14119,14103,
9332,9122,14119,14119,
9332,9172,14119,14119,
9332,9402,14119,14119,
9332,10011,14119,14103,
9332,10282,14119,14103,
9332,9162,14119,14119,
9332,9331,14119,14119,
9332,9333,14119,14119,
9331,9022,14119,14119,
9331,9023,14119,14119,
9331,9272,14119,14119,
9331,9291,14119,14119,
9331,9333,14119,14119,
9331,9503,14119,14119,
9331,10111,14119,14103,
9331,9062,14119,14119,
9331,9112,14119,14119,
9331,9263,14119,14119,
9331,9561,14119,14119,
9331,9573,14119,14119,
9331,10113,14119,14103,
9331,9121,14119,14119,
9331,9323,14119,14119,
9331,9103,14119,14119,
9331,9171,14119,14119,
9331,9262,14119,14119,
9331,9111,14119,14119,
9331,9122,14119,14119,
9331,9292,14119,14119,
9331,10281,14119,14103,
9331,9571,14119,14119,
9331,9253,14119,14119,
9331,9502,14119,14119,
9331,9172,14119,14119,
9331,9501,14119,14119,
9331,9123,14119,14119,
9331,9251,14119,14119,
9331,9332,14119,14119,
9333,9172,14119,14119,
9333,9562,14119,14119,
9333,9163,14119,14119,
9333,9503,14119,14119,
9333,10113,14119,14103,
9333,9162,14119,14119,
9333,9171,14119,14119,
9333,9292,14119,14119,
9333,9502,14119,14119,
9333,9123,14119,14119,
9333,9173,14119,14119,
9333,9293,14119,14119,
9333,10283,14119,14103,
9333,9112,14119,14119,
9333,9122,14119,14119,
9333,9331,14119,14119,
9333,9561,14119,14119,
9333,9563,14119,14119,
9333,10013,14119,14103,
9333,10090,14119,14103,
9333,9253,14119,14119,
9333,9332,14119,14119,
9333,9401,14119,14119,
9333,10060,14119,14103,
9333,9402,14119,14119,
9333,9573,14119,14119,
9221,9133,14119,14119,
9221,9363,14119,14119,
9221,9393,14119,14119,
9221,9383,14119,14119,
9221,9392,14119,14119,
9221,9231,14119,14119,
9221,9300,14119,14119,
9221,9362,14119,14119,
9221,9034,14119,14119,
9221,9313,14119,14119,
9221,9041,14119,14119,
9221,9232,14119,14119,
9221,9391,14119,14119,
9221,9453,14119,14119,
9221,9553,14119,14119,
9221,9131,14119,14119,
9221,9223,14119,14119,
9221,9382,14119,14119,
9221,9381,14119,14119,
9221,9551,14119,14119,
9221,9073,14119,14119,
9221,9191,14119,14119,
9221,9193,14119,14119,
9221,9222,14119,14119,
9221,9411,14119,14119,
9221,9074,14119,14119,
9221,9192,14119,14119,
9221,9311,14119,14119,
9222,9133,14119,14119,
9222,9221,14119,14119,
9222,9032,14119,14119,
9222,9034,14119,14119,
9222,9193,14119,14119,
9222,9113,14119,14119,
9222,9392,14119,14119,
9222,9521,14119,14119,
9222,9553,14119,14119,
9222,9131,14119,14119,
9222,9192,14119,14119,
9222,9411,14119,14119,
9222,9412,14119,14119,
9222,9031,14119,14119,
9222,9152,14119,14119,
9222,9282,14119,14119,
9222,9042,14119,14119,
9222,9281,14119,14119,
9222,9552,14119,14119,
9222,9223,14119,14119,
9222,9161,14119,14119,
9222,9382,14119,14119,
9222,9523,14119,14119,
9222,9551,14119,14119,
9222,9033,14119,14119,
9342,10130,14119,14103,
9342,9443,14119,14119,
9342,9052,14119,14119,
9342,9101,14119,14119,
9342,9102,14119,14119,
9342,9211,14119,14119,
9342,9341,14119,14119,
9342,9343,14119,14119,
9342,9051,14119,14119,
9342,9212,14119,14119,
9342,9531,14119,14119,
9342,9542,14119,14119,
9342,9202,14119,14119,
9342,9321,14119,14119,
9342,9322,14119,14119,
9342,9452,14119,14119,
9342,9093,14119,14119,
9342,9180,14119,14119,
9342,10300,14119,14103,
9342,9188,14119,14119,
9342,10138,14119,14103,
9342,9091,14119,14119,
9342,9092,14119,14119,
9342,9103,14119,14119,
9343,9071,14119,14119,
9343,9101,14119,14119,
9343,9180,14119,14119,
9343,9261,14119,14119,
9343,9362,14119,14119,
9343,9451,14119,14119,
9343,9461,14119,14119,
9343,9051,14119,14119,
9343,9053,14119,14119,
9343,9093,14119,14119,
9343,9211,14119,14119,
9343,9342,14119,14119,
9343,9052,14119,14119,
9343,9188,14119,14119,
9343,9103,14119,14119,
9343,9452,14119,14119,
9343,9141,14119,14119,
9343,9311,14119,14119,
9343,9321,14119,14119,
9343,9341,14119,14119,
9343,9011,14119,14119,
9343,9541,14119,14119,
9343,9453,14119,14119,
9343,9202,14119,14119,
9343,9361,14119,14119,
9343,9080,14119,14119,
9343,9201,14119,14119,
9343,9203,14119,14119,
9343,9312,14119,14119,
9341,9423,14119,14119,
9341,9141,14119,14119,
9341,9211,14119,14119,
9341,9343,14119,14119,
9341,9531,14119,14119,
9341,9051,14119,14119,
9341,9202,14119,14119,
9341,9321,14119,14119,
9341,9342,14119,14119,
9341,10300,14119,14103,
9341,9091,14119,14119,
9341,9180,14119,14119,
9341,9188,14119,14119,
9341,9201,14119,14119,
9341,9422,14119,14119,
9341,9451,14119,14119,
9341,9101,14119,14119,
9341,10130,14119,14103,
9341,10138,14119,14103,
9341,9361,14119,14119,
9341,9541,14119,14119,
9341,9080,14119,14119,
9341,9452,14119,14119,
9101,9321,14119,14119,
9101,9343,14119,14119,
9101,9443,14119,14119,
9101,9541,14119,14119,
9101,9202,14119,14119,
9101,9091,14119,14119,
9101,9452,14119,14119,
9101,9341,14119,14119,
9101,9342,14119,14119,
9101,9531,14119,14119,
9101,9051,14119,14119,
9101,9103,14119,14119,
9101,9211,14119,14119,
9101,10300,14119,14103,
9101,9052,14119,14119,
9101,9201,14119,14119,
9101,9093,14119,14119,
9101,9102,14119,14119,
9101,9212,14119,14119,
9101,10138,14119,14103,
9101,9180,14119,14119,
9101,9422,14119,14119,
9101,9542,14119,14119,
9101,10130,14119,14103,
9101,9261,14119,14119,
9101,9188,14119,14119,
9101,9451,14119,14119,
9101,9053,14119,14119,
9101,9141,14119,14119,
9102,9532,14119,14119,
9102,9022,14119,14119,
9102,9322,14119,14119,
9102,9441,14119,14119,
9102,9533,14119,14119,
9102,9342,14119,14119,
9102,9443,14119,14119,
9102,9091,14119,14119,
9102,9092,14119,14119,
9102,9252,14119,14119,
9102,9262,14119,14119,
9102,9321,14119,14119,
9102,9571,14119,14119,
9102,10011,14119,14103,
9102,9093,14119,14119,
9102,9572,14119,14119,
9102,10281,14119,14103,
9102,9531,14119,14119,
9102,10111,14119,14103,
9102,9021,14119,14119,
9102,9052,14119,14119,
9102,10300,14119,14103,
9102,9101,14119,14119,
9102,9103,14119,14119,
9102,9212,14119,14119,
9102,10220,14119,14103,
9102,10293,14119,14103,
9102,9251,14119,14119,
9363,9193,14119,14119,
9363,9231,14119,14119,
9363,9300,14119,14119,
9363,9311,14119,14119,
9363,9080,14119,14119,
9363,9041,14119,14119,
9363,9233,14119,14119,
9363,9391,14119,14119,
9363,10120,14119,14103,
9363,9383,14119,14119,
9363,9382,14119,14119,
9363,9432,14119,14119,
9363,9453,14119,14119,
9363,9042,14119,14119,
9363,9221,14119,14119,
9363,9362,14119,14119,
9363,9381,14119,14119,
9363,9361,14119,14119,
9363,9232,14119,14119,
9363,9313,14119,14119,
9363,9191,14119,14119,
9363,9203,14119,14119,
9363,9393,14119,14119,
9053,9074,14119,14119,
9053,9343,14119,14119,
9053,9462,14119,14119,
9053,9543,14119,14119,
9053,9071,14119,14119,
9053,9101,14119,14119,
9053,9202,14119,14119,
9053,9362,14119,14119,
9053,9213,14119,14119,
9053,9151,14119,14119,
9053,9142,14119,14119,
9053,9461,14119,14119,
9053,9541,14119,14119,
9053,9072,14119,14119,
9053,9103,14119,14119,
9053,9141,14119,14119,
9053,9211,14119,14119,
9053,9241,14119,14119,
9053,9542,14119,14119,
9053,9052,14119,14119,
9053,9261,14119,14119,
9053,9203,14119,14119,
9053,9242,14119,14119,
9053,9312,14119,14119,
9053,9011,14119,14119,
9053,9051,14119,14119,
9053,9191,14119,14119,
9053,9452,14119,14119,
9411,9193,14119,14119,
9411,9133,14119,14119,
9411,9393,14119,14119,
9411,9043,14119,14119,
9411,9391,14119,14119,
9411,9222,14119,14119,
9411,9413,14119,14119,
9411,9553,14119,14119,
9411,9034,14119,14119,
9411,9221,14119,14119,
9411,9382,14119,14119,
9411,9232,14119,14119,
9411,9551,14119,14119,
