DATE（日期）,TIME（时间）,CELLID（小区）,nTCH（可用信道数）,traff（总话务量）,rate（半速率话务量比例）,thtraff（半速率话务量）,callnum（呼叫数）,congsnum（拥塞数）,callcongs（拥塞率）
71017,203457,9011,43,27.166666,0.852760733,23.166666,40,11,0.275
71017,203557,9011,43,25.166666,0.860927149,21.666666,75,23,0.306666667
71017,203658,9011,43,21.5,0.798449581,17.166666,37,2,0.054054054
71017,203757,9011,43,20.166668,0.859504108,17.333334,53,9,0.169811321
71017,203856,9011,43,25.6,0.828125,21.2,45,10,0.222222222
71017,203956,9011,43,19.285715,0.814814799,15.714286,57,16,0.280701754
71017,204056,9011,43,33.6,0.827380952,27.8,63,16,0.253968254
71017,204155,9011,43,23.5,0.737588681,17.333334,46,8,0.173913043
71017,204255,9011,43,20.333334,0.827868858,16.833334,51,16,0.31372549
71017,204354,9011,43,18.5,0.702702703,13,50,21,0.42
71017,204453,9011,43,15.833334,0.768421041,12.166667,59,16,0.271186441
71017,204553,9011,43,22,0.803030273,17.666666,66,21,0.318181818
71017,204654,9011,43,22.833334,0.788321145,18,42,12,0.285714286
71017,204755,9011,43,15.166667,0.637362645,9.666667,28,2,0.071428571
71017,204854,9011,43,13.333333,0.624999991,8.333333,36,5,0.138888889
71017,204953,9011,43,16.166666,0.680412399,11,73,24,0.328767123
71017,205054,9011,43,17.666666,0.698113215,12.333333,40,14,0.35
71017,205156,9011,43,20.833334,0.719999977,15,55,20,0.363636364
71017,205254,9011,43,22.5,0.725925956,16.333334,68,19,0.279411765
71017,205352,9011,43,26.166668,0.77707005,20.333334,37,3,0.081081081
71017,205452,9011,43,29,0.856321862,24.833334,53,9,0.169811321
71017,205553,9011,43,23.166668,0.856115087,19.833334,49,5,0.102040816
71017,205652,9011,43,26.333332,0.841772169,22.166666,58,12,0.206896552
71017,205750,9011,43,22.833332,0.883211701,20.166666,44,4,0.090909091
71017,205849,9011,43,19.333334,0.775862042,15,45,6,0.133333333
71017,205949,9011,43,17.333334,0.692307666,12,51,20,0.392156863
71017,210049,9011,43,17.833334,0.682242984,12.166667,52,9,0.173076923
71017,210148,9011,43,22.833334,0.700729907,16,54,14,0.259259259
71017,210309,9011,43,19.444445,0.76571427,14.888889,86,15,0.174418605
71017,210534,9011,43,22,0.691558455,15.214286,96,24,0.25
71017,210709,9011,43,28.333332,0.725490211,20.555555,61,15,0.245901639
71017,210810,9011,43,26.5,0.761006264,20.166666,51,19,0.37254902
71017,210909,9011,43,26,0.762820538,19.833334,47,13,0.276595745
71017,211008,9011,43,21.833332,0.832061089,18.166666,44,10,0.227272727
71017,211106,9011,43,27.8,0.863309353,24,61,13,0.213114754
71017,211206,9011,43,25,0.84,21,73,22,0.301369863
71017,211309,9011,43,30,0.861111133,25.833334,46,4,0.086956522
71017,211410,9011,43,24.833334,0.859060406,21.333334,38,6,0.157894737
71017,211510,9011,43,28.166666,0.875739642,24.666666,82,26,0.317073171
71017,211609,9011,43,25,0.86666664,21.666666,33,8,0.242424242
71017,211710,9011,43,18.166668,0.752293541,13.666667,33,3,0.090909091
71017,211812,9011,43,19,0.815789474,15.5,45,5,0.111111111
71017,211911,9011,43,20.666666,0.774193573,16,34,8,0.235294118
71017,212010,9011,43,17.333334,0.778846124,13.5,47,12,0.255319149
71017,212111,9011,43,19,0.903508737,17.166666,56,13,0.232142857
71017,212212,9011,43,20.666668,0.814516109,16.833334,33,13,0.393939394
71017,212312,9011,43,18.166666,0.825688104,15,29,6,0.206896552
71017,212413,9011,43,19,0.807017526,15.333333,38,6,0.157894737
71017,212515,9011,43,23,0.775362348,17.833334,38,10,0.263157895
71017,212614,9011,43,15.5,0.784946258,12.166667,54,22,0.407407407
71017,212713,9011,43,17,0.725490176,12.333333,43,21,0.488372093
71017,212812,9011,43,15.333333,0.673913036,10.333333,30,10,0.333333333
71017,212912,9011,43,18,0.75,13.5,45,16,0.355555556
71017,213010,9011,43,17.166666,0.815534012,14,30,8,0.266666667
71017,213109,9011,43,15.666667,0.808510642,12.666667,49,16,0.326530612
71017,213209,9011,43,19.333332,0.741379344,14.333333,75,31,0.413333333
71017,213311,9011,43,26.166666,0.808917193,21.166666,59,30,0.508474576
71017,213409,9011,43,28,0.821428571,23,41,11,0.268292683
71017,213508,9011,43,24.666666,0.831081104,20.5,51,18,0.352941176
71017,213608,9011,43,24,0.75,18,39,8,0.205128205
71017,213707,9011,43,26.5,0.811320755,21.5,56,25,0.446428571
71018,81144,9011,43,11.333333,0,0,30,0,0
71018,81144,9011,43,11.333333,0,0,30,0,0
71018,81244,9011,43,7.8333335,0,0,18,0,0
71018,81244,9011,43,7.8333335,0,0,18,0,0
71018,81345,9011,43,9,0,0,26,0,0
71018,81345,9011,43,9,0,0,26,0,0
71018,81443,9011,43,8.833333,0,0,25,0,0
71018,81443,9011,43,8.833333,0,0,25,0,0
71018,81544,9011,43,7.1666665,0,0,26,0,0
71018,81544,9011,43,7.1666665,0,0,26,0,0
71018,81644,9011,43,8.166667,0,0,20,0,0
71018,81644,9011,43,8.166667,0,0,20,0,0
71018,81744,9011,43,5.6666665,0,0,13,0,0
71018,81744,9011,43,5.6666665,0,0,13,0,0
71018,81843,9011,43,9.166667,0,0,12,0,0
71018,81843,9011,43,9.166667,0,0,12,0,0
71018,81941,9011,43,8.833333,0,0,16,0,0
71018,81941,9011,43,8.833333,0,0,16,0,0
71018,82041,9011,43,10.5,0,0,12,0,0
71018,82041,9011,43,10.5,0,0,12,0,0
71018,82141,9011,43,12,0,0,43,23,0.534883721
71018,82141,9011,43,12,0,0,43,23,0.534883721
71018,82238,9011,43,14.5,0,0,51,26,0.509803922
71018,82238,9011,43,14.5,0,0,51,26,0.509803922
71018,82338,9011,43,13.5,0,0,19,5,0.263157895
71018,82338,9011,43,13.5,0,0,19,5,0.263157895
71018,82438,9011,43,13.5,0,0,36,9,0.25
71018,82438,9011,43,13.5,0,0,36,9,0.25
71018,82538,9011,43,14.166667,0,0,40,18,0.45
71018,82538,9011,43,14.166667,0,0,40,18,0.45
71018,82638,9011,43,14.166667,0,0,19,0,0
71018,82638,9011,43,14.166667,0,0,19,0,0
71018,82737,9011,43,14.333333,0,0,38,9,0.236842105
71018,82737,9011,43,14.333333,0,0,38,9,0.236842105
71018,82837,9011,43,19.333334,0,0,33,17,0.515151515
71018,82837,9011,43,19.333334,0,0,33,17,0.515151515
71018,82937,9011,43,14.333333,0,0,31,9,0.290322581
71018,82937,9011,43,14.333333,0,0,31,9,0.290322581
71018,83037,9011,43,14.5,0,0,23,0,0
71018,83037,9011,43,14.5,0,0,23,0,0
71018,83137,9011,43,13.5,0,0,14,0,0
71018,83137,9011,43,13.5,0,0,14,0,0
71018,83239,9011,43,14.166667,0,0,13,0,0
71018,83239,9011,43,14.166667,0,0,13,0,0
71018,83340,9011,43,13.166667,0,0,26,6,0.230769231
71018,83340,9011,43,13.166667,0,0,26,6,0.230769231
71018,83440,9011,43,9.166667,0,0,17,3,0.176470588
71018,83440,9011,43,9.166667,0,0,17,3,0.176470588
71018,83538,9011,43,11.166667,0,0,22,3,0.136363636
71018,83538,9011,43,11.166667,0,0,22,3,0.136363636
71018,83638,9011,43,11.833333,0,0,30,0,0
71018,83638,9011,43,11.833333,0,0,30,0,0
71018,83737,9011,43,10.5,0,0,45,23,0.511111111
71018,83737,9011,43,10.5,0,0,45,23,0.511111111
71018,83836,9011,43,15.2,0,0,40,17,0.425
71018,83836,9011,43,15.2,0,0,40,17,0.425
71018,83936,9011,43,9,0,0,16,5,0.3125
71018,83936,9011,43,9,0,0,16,5,0.3125
71018,84034,9011,43,5.8333335,0,0,18,3,0.166666667
71018,84034,9011,43,5.8333335,0,0,18,3,0.166666667
71018,84134,9011,43,9.5,0,0,24,9,0.375
71018,84134,9011,43,9.5,0,0,24,9,0.375
71018,84234,9011,43,12.333333,0,0,32,5,0.15625
71018,84234,9011,43,12.333333,0,0,32,5,0.15625
71018,84332,9011,43,7.8333335,0,0,13,0,0
71018,84332,9011,43,7.8333335,0,0,13,0,0
71018,84432,9011,43,7.6666665,0,0,26,0,0
71018,84432,9011,43,7.6666665,0,0,26,0,0
71018,84533,9011,43,11.666667,0,0,18,5,0.277777778
71018,84533,9011,43,11.666667,0,0,18,5,0.277777778
71018,84632,9011,43,11.5,0,0,24,0,0
71018,84632,9011,43,11.5,0,0,24,0,0
71018,84733,9011,43,13.666667,0,0,24,0,0
71018,84733,9011,43,13.666667,0,0,24,0,0
71018,84834,9011,43,8,0,0,26,6,0.230769231
71018,84834,9011,43,8,0,0,26,6,0.230769231
71018,84934,9011,43,11.166667,0,0,20,0,0
71018,84934,9011,43,11.166667,0,0,20,0,0
71018,85035,9011,43,8.333333,0,0,22,0,0
71018,85035,9011,43,8.333333,0,0,22,0,0
71018,85134,9011,43,11.666667,0,0,20,0,0
71018,85134,9011,43,11.666667,0,0,20,0,0
71018,85233,9011,43,9.333333,0,0,33,3,0.090909091
71018,85233,9011,43,9.333333,0,0,33,3,0.090909091
71018,85333,9011,43,11.333333,0,0,27,6,0.222222222
71018,85333,9011,43,11.333333,0,0,27,6,0.222222222
71018,85431,9011,43,12.833333,0,0,33,6,0.181818182
71018,85431,9011,43,12.833333,0,0,33,6,0.181818182
71018,85531,9011,43,16.833334,0,0,47,18,0.382978723
71018,85531,9011,43,16.833334,0,0,47,18,0.382978723
71018,85631,9011,43,14.333333,0,0,23,0,0
71018,85631,9011,43,14.333333,0,0,23,0,0
71018,85729,9011,43,14.5,0,0,48,17,0.354166667
71018,85729,9011,43,14.5,0,0,48,17,0.354166667
71018,85829,9011,43,12.333333,0,0,28,3,0.107142857
71018,85829,9011,43,12.333333,0,0,28,3,0.107142857
71018,85929,9011,43,15,0,0,36,14,0.388888889
71018,85929,9011,43,15,0,0,36,14,0.388888889
71018,90028,9011,43,12,0,0,32,0,0
71018,90028,9011,43,12,0,0,32,0,0
71018,90128,9011,43,11.166667,0,0,30,0,0
71018,90128,9011,43,11.166667,0,0,30,0,0
71018,90229,9011,43,11.666667,0,0,20,0,0
71018,90229,9011,43,11.666667,0,0,20,0,0
71018,90352,9011,43,10.444445,0,0,69,18,0.260869565
71018,90352,9011,43,10.444445,0,0,69,18,0.260869565
71018,90543,9011,43,15.090909,0,0,123,65,0.528455285
71018,90543,9011,43,15.090909,0,0,123,65,0.528455285
71018,90702,9011,43,28,0.183673464,5.142857,40,7,0.175
71018,90702,9011,43,28,0.183673464,5.142857,40,7,0.175
71018,90802,9011,43,16.166666,0.319587632,5.1666665,18,0,0
71018,90802,9011,43,16.166666,0.319587632,5.1666665,18,0,0
71018,90903,9011,43,12.666667,0.131578939,1.6666666,17,0,0
71018,90903,9011,43,12.666667,0.131578939,1.6666666,17,0,0
71018,91003,9011,43,14,0.25,3.5,21,5,0.238095238
71018,91003,9011,43,14,0.25,3.5,21,5,0.238095238
71018,91102,9011,43,9.333333,0.39285716,3.6666667,30,5,0.166666667
71018,91102,9011,43,9.333333,0.39285716,3.6666667,30,5,0.166666667
71018,91202,9011,43,10.5,0.698412714,7.3333335,25,4,0.16
71018,91202,9011,43,10.5,0.698412714,7.3333335,25,4,0.16
71018,91304,9011,43,8.666666,0.519230809,4.5,19,8,0.421052632
71018,91304,9011,43,8.666666,0.519230809,4.5,19,8,0.421052632
71018,91404,9011,43,12.166666,0.465753436,5.6666665,28,0,0
71018,91404,9011,43,12.166666,0.465753436,5.6666665,28,0,0
71018,91502,9011,43,13.166666,0.683544338,9,32,9,0.28125
71018,91502,9011,43,13.166666,0.683544338,9,32,9,0.28125
71018,91602,9011,43,11.666666,0.514285744,6,29,2,0.068965517
71018,91602,9011,43,11.666666,0.514285744,6,29,2,0.068965517
71018,91701,9011,43,10.666666,0.421875026,4.5,23,5,0.217391304
71018,91701,9011,43,10.666666,0.421875026,4.5,23,5,0.217391304
71018,91801,9011,43,12,0.527777792,6.3333335,19,5,0.263157895
71018,91801,9011,43,12,0.527777792,6.3333335,19,5,0.263157895
71018,91901,9011,43,12.666666,0.552631608,7,23,3,0.130434783
71018,91901,9011,43,12.666666,0.552631608,7,23,3,0.130434783
71018,92002,9011,43,14.666666,0.579545481,8.5,25,2,0.08
71018,92002,9011,43,14.666666,0.579545481,8.5,25,2,0.08
71018,92102,9011,43,20.666668,0.733870937,15.166667,40,9,0.225
71018,92102,9011,43,20.666668,0.733870937,15.166667,40,9,0.225
71018,92204,9011,43,19.5,0.649572667,12.666667,29,0,0
71018,92204,9011,43,19.5,0.649572667,12.666667,29,0,0
71018,92303,9011,43,15,0.122222227,1.8333334,22,0,0
71018,92303,9011,43,15,0.122222227,1.8333334,22,0,0
71018,92404,9011,43,13.666667,0.07317073,1,32,0,0
71018,92404,9011,43,13.666667,0.07317073,1,32,0,0
71018,92504,9011,43,15.166667,0.142857142,2.1666667,35,6,0.171428571
71018,92504,9011,43,15.166667,0.142857142,2.1666667,35,6,0.171428571
71018,92602,9011,43,13,0.064102562,0.8333333,34,0,0
71018,92602,9011,43,13,0.064102562,0.8333333,34,0,0
71018,92702,9011,43,13.833333,0,0,25,0,0
71018,92702,9011,43,13.833333,0,0,25,0,0
71018,92802,9011,43,18.333332,0.036363641,0.6666667,33,0,0
71018,92802,9011,43,18.333332,0.036363641,0.6666667,33,0,0
71018,92901,9011,43,17.5,0.07619048,1.3333334,28,0,0
71018,92901,9011,43,17.5,0.07619048,1.3333334,28,0,0
71018,93001,9011,43,12.166667,0,0,19,0,0
71018,93001,9011,43,12.166667,0,0,19,0,0
71018,93101,9011,43,15.166667,0,0,30,0,0
71018,93101,9011,43,15.166667,0,0,30,0,0
71018,93201,9011,43,14.5,0.126436786,1.8333334,29,5,0.172413793
71018,93201,9011,43,14.5,0.126436786,1.8333334,29,5,0.172413793
71018,93300,9011,43,10.166667,0.147540979,1.5,22,0,0
71018,93300,9011,43,10.166667,0.147540979,1.5,22,0,0
71018,93359,9011,43,14.333333,0.127906984,1.8333334,30,0,0
71018,93359,9011,43,14.333333,0.127906984,1.8333334,30,0,0
71018,93459,9011,43,15,0.1,1.5,24,0,0
71018,93459,9011,43,15,0.1,1.5,24,0,0
71018,93558,9011,43,17.833334,0.102803738,1.8333334,42,0,0
71018,93558,9011,43,17.833334,0.102803738,1.8333334,42,0,0
71018,93659,9011,43,19,0.061403505,1.1666666,16,0,0
71018,93659,9011,43,19,0.061403505,1.1666666,16,0,0
71018,93759,9011,43,13.666667,0,0,31,0,0
71018,93759,9011,43,13.666667,0,0,31,0,0
71018,93858,9011,43,20,0.08333333,1.6666666,37,0,0
71018,93858,9011,43,20,0.08333333,1.6666666,37,0,0
71018,93958,9011,43,14.5,0.057471262,0.8333333,22,0,0
71018,93958,9011,43,14.5,0.057471262,0.8333333,22,0,0
71018,94058,9011,43,10.833333,0,0,22,0,0
71018,94058,9011,43,10.833333,0,0,22,0,0
71018,94157,9011,43,12.333333,0.189189192,2.3333333,33,4,0.121212121
71018,94157,9011,43,12.333333,0.189189192,2.3333333,33,4,0.121212121
71018,94257,9011,43,16.333334,0.479591827,7.8333335,30,0,0
71018,94257,9011,43,16.333334,0.479591827,7.8333335,30,0,0
71018,94358,9011,43,18.166668,0.412844006,7.5,28,0,0
71018,94358,9011,43,18.166668,0.412844006,7.5,28,0,0
71018,94457,9011,43,18.166668,0.559633005,10.166667,48,8,0.166666667
71018,94457,9011,43,18.166668,0.559633005,10.166667,48,8,0.166666667
71018,94558,9011,43,17.666666,0.20754718,3.6666667,32,0,0
71018,94558,9011,43,17.666666,0.20754718,3.6666667,32,0,0
71018,94657,9011,43,12.166667,0.123287668,1.5,32,0,0
71018,94657,9011,43,12.166667,0.123287668,1.5,32,0,0
71018,94756,9011,43,22.6,0.327433628,7.4,38,5,0.131578947
71018,94756,9011,43,22.6,0.327433628,7.4,38,5,0.131578947
71018,94856,9011,43,13.142858,0.5,6.571429,25,0,0
71018,94856,9011,43,13.142858,0.5,6.571429,25,0,0
71018,94957,9011,43,13,0.5128205,6.6666665,20,0,0
71018,94957,9011,43,13,0.5128205,6.6666665,20,0,0
71018,95055,9011,43,18.8,0.468085106,8.8,21,0,0
71018,95055,9011,43,18.8,0.468085106,8.8,21,0,0
71018,95155,9011,43,16,0.71875,11.5,34,0,0
71018,95155,9011,43,16,0.71875,11.5,34,0,0
71018,95255,9011,43,15.333334,0.663043471,10.166667,37,4,0.108108108
71018,95255,9011,43,15.333334,0.663043471,10.166667,37,4,0.108108108
71018,95354,9011,43,14.833334,0.471910091,7,34,3,0.088235294
71018,95354,9011,43,14.833334,0.471910091,7,34,3,0.088235294
71018,95453,9011,43,11.833333,0.352112672,4.1666665,36,5,0.138888889
71018,95453,9011,43,11.833333,0.352112672,4.1666665,36,5,0.138888889
71018,95553,9011,43,14.5,0.793103448,11.5,47,14,0.29787234
71018,95553,9011,43,14.5,0.793103448,11.5,47,14,0.29787234
71018,95652,9011,43,15.5,0.827956968,12.833333,45,12,0.266666667
71018,95652,9011,43,15.5,0.827956968,12.833333,45,12,0.266666667
71018,95753,9011,43,15.666667,0.829787216,13,42,14,0.333333333
71018,95753,9011,43,15.666667,0.829787216,13,42,14,0.333333333
71018,95852,9011,43,15.333333,0.750000016,11.5,27,0,0
71018,95852,9011,43,15.333333,0.750000016,11.5,27,0,0
71018,95951,9011,43,14,0.7261905,10.166667,50,12,0.24
71018,95951,9011,43,14,0.7261905,10.166667,50,12,0.24
71018,100052,9011,43,12.5,0.70666664,8.833333,50,14,0.28
71018,100052,9011,43,12.5,0.70666664,8.833333,50,14,0.28
71018,100152,9011,43,19.166668,0.79130431,15.166667,86,30,0.348837209
71018,100152,9011,43,19.166668,0.79130431,15.166667,86,30,0.348837209
71018,100317,9011,43,23.555557,0.863207523,20.333334,52,8,0.153846154
71018,100317,9011,43,23.555557,0.863207523,20.333334,52,8,0.153846154
71018,100520,9011,43,14,0.654761929,9.166667,53,7,0.132075472
71018,100520,9011,43,14,0.654761929,9.166667,53,7,0.132075472
71018,100652,9011,43,13.333334,0.70833334,9.444445,48,16,0.333333333
71018,100652,9011,43,13.333334,0.70833334,9.444445,48,16,0.333333333
71018,100753,9011,43,15.166666,0.681318689,10.333333,38,2,0.052631579
71018,100753,9011,43,15.166666,0.681318689,10.333333,38,2,0.052631579
71018,100854,9011,43,17,0.803921588,13.666667,43,12,0.279069767
71018,100854,9011,43,17,0.803921588,13.666667,43,12,0.279069767
71018,100953,9011,43,19.666666,0.822033892,16.166666,46,17,0.369565217
71018,100953,9011,43,19.666666,0.822033892,16.166666,46,17,0.369565217
71018,101053,9011,43,21.833332,0.786259559,17.166666,32,9,0.28125
71018,101053,9011,43,21.833332,0.786259559,17.166666,32,9,0.28125
71018,101152,9011,43,15.5,0.548387097,8.5,29,3,0.103448276
71018,101152,9011,43,15.5,0.548387097,8.5,29,3,0.103448276
71018,101253,9011,43,15.833334,0.578947365,9.166667,37,2,0.054054054
71018,101253,9011,43,15.833334,0.578947365,9.166667,37,2,0.054054054
71018,101354,9011,43,15.333334,0.61956519,9.5,44,14,0.318181818
71018,101354,9011,43,15.333334,0.61956519,9.5,44,14,0.318181818
71018,101454,9011,43,21.333332,0.625000023,13.333333,74,23,0.310810811
71018,101454,9011,43,21.333332,0.625000023,13.333333,74,23,0.310810811
71018,101555,9011,43,25.5,0.758169961,19.333334,37,13,0.351351351
71018,101555,9011,43,25.5,0.758169961,19.333334,37,13,0.351351351
71018,101654,9011,43,15.333334,0.489130414,7.5,29,0,0
71018,101654,9011,43,15.333334,0.489130414,7.5,29,0,0
71018,101754,9011,43,15,0.366666667,5.5,34,11,0.323529412
71018,101754,9011,43,15,0.366666667,5.5,34,11,0.323529412
71018,101855,9011,43,15.666667,0.648936178,10.166667,29,8,0.275862069
71018,101855,9011,43,15.666667,0.648936178,10.166667,29,8,0.275862069
71018,101955,9011,43,11.333333,0.661764725,7.5,24,7,0.291666667
71018,101955,9011,43,11.333333,0.661764725,7.5,24,7,0.291666667
71018,102053,9011,43,15.5,0.655914,10.166667,36,11,0.305555556
71018,102053,9011,43,15.5,0.655914,10.166667,36,11,0.305555556
71018,102153,9011,43,16.166666,0.608247427,9.833333,62,22,0.35483871
71018,102153,9011,43,16.166666,0.608247427,9.833333,62,22,0.35483871
71018,102253,9011,43,18,0.629629611,11.333333,41,14,0.341463415
71018,102253,9011,43,18,0.629629611,11.333333,41,14,0.341463415
71018,102352,9011,43,19,0.666666684,12.666667,50,13,0.26
71018,102352,9011,43,19,0.666666684,12.666667,50,13,0.26
71018,102452,9011,43,17,0.705882353,12,40,11,0.275
71018,102452,9011,43,17,0.705882353,12,40,11,0.275
71018,102551,9011,43,14.333333,0.686046504,9.833333,53,18,0.339622642
71018,102551,9011,43,14.333333,0.686046504,9.833333,53,18,0.339622642
71018,102650,9011,43,20.5,0.658536585,13.5,65,21,0.323076923
71018,102650,9011,43,20.5,0.658536585,13.5,65,21,0.323076923
71018,102751,9011,43,18.5,0.594594595,11,34,4,0.117647059
71018,102751,9011,43,18.5,0.594594595,11,34,4,0.117647059
71018,102850,9011,43,17.5,0.771428571,13.5,34,8,0.235294118
71018,102850,9011,43,17.5,0.771428571,13.5,34,8,0.235294118
71018,102949,9011,43,14.833334,0.887640432,13.166667,46,13,0.282608696
71018,102949,9011,43,14.833334,0.887640432,13.166667,46,13,0.282608696
71018,103051,9011,43,15,0.6222222,9.333333,40,13,0.325
71018,103051,9011,43,15,0.6222222,9.333333,40,13,0.325
71018,103151,9011,43,18.833332,0.814159332,15.333333,42,15,0.357142857
71018,103151,9011,43,18.833332,0.814159332,15.333333,42,15,0.357142857
71018,103257,9011,43,14.428572,0.841584184,12.142858,29,3,0.103448276
71018,103257,9011,43,14.428572,0.841584184,12.142858,29,3,0.103448276
71018,103355,9011,43,19,0.694736842,13.2,34,7,0.205882353
71018,103355,9011,43,19,0.694736842,13.2,34,7,0.205882353
71018,103455,9011,43,14.166667,0.717647065,10.166667,27,7,0.259259259
71018,103455,9011,43,14.166667,0.717647065,10.166667,27,7,0.259259259
71018,103555,9011,43,16.666666,0.860000014,14.333333,32,6,0.1875
71018,103555,9011,43,16.666666,0.860000014,14.333333,32,6,0.1875
71018,103655,9011,43,8.666667,0.557692305,4.8333335,27,2,0.074074074
71018,103655,9011,43,8.666667,0.557692305,4.8333335,27,2,0.074074074
71018,103805,9011,43,17.714287,0.604838682,10.714286,60,17,0.283333333
71018,103805,9011,43,17.714287,0.604838682,10.714286,60,17,0.283333333
71018,103905,9011,43,13.5,0.790123481,10.666667,53,14,0.264150943
71018,103905,9011,43,13.5,0.790123481,10.666667,53,14,0.264150943
71018,104003,9011,43,17.333334,0.894230735,15.5,45,10,0.222222222
71018,104003,9011,43,17.333334,0.894230735,15.5,45,10,0.222222222
71018,104104,9011,43,15.5,0.903225806,14,78,31,0.397435897
71018,104104,9011,43,15.5,0.903225806,14,78,31,0.397435897
71018,104205,9011,43,23.666666,0.845070446,20,56,15,0.267857143
71018,104205,9011,43,23.666666,0.845070446,20,56,15,0.267857143
71018,104304,9011,43,9.333333,0.892857139,8.333333,21,2,0.095238095
71018,104304,9011,43,9.333333,0.892857139,8.333333,21,2,0.095238095
71018,104403,9011,43,13.333333,0.924999998,12.333333,51,13,0.254901961
71018,104403,9011,43,13.333333,0.924999998,12.333333,51,13,0.254901961
71018,104504,9011,43,13.166667,0.911392382,12,41,12,0.292682927
71018,104504,9011,43,13.166667,0.911392382,12,41,12,0.292682927
71018,104607,9011,43,16.142857,0.929203548,15,48,13,0.270833333
71018,104607,9011,43,16.142857,0.929203548,15,48,13,0.270833333
71018,104730,9011,43,16.375,0.778625954,12.75,37,3,0.081081081
71018,104730,9011,43,16.375,0.778625954,12.75,37,3,0.081081081
71018,104843,9011,43,11.857143,0.650602426,7.714286,37,0,0
71018,104843,9011,43,11.857143,0.650602426,7.714286,37,0,0
71018,104958,9011,43,14.75,0.610169492,9,46,16,0.347826087
71018,104958,9011,43,14.75,0.610169492,9,46,16,0.347826087
71018,105107,9011,43,18.285715,0.695312488,12.714286,34,8,0.235294118
71018,105107,9011,43,18.285715,0.695312488,12.714286,34,8,0.235294118
71018,105223,9011,43,17.285713,0.636363684,11,32,0,0
71018,105223,9011,43,17.285713,0.636363684,11,32,0,0
71018,105332,9011,43,9.142857,0.34374999,3.142857,19,0,0
71018,105332,9011,43,9.142857,0.34374999,3.142857,19,0,0
71018,105435,9011,43,11.833333,0.563380283,6.6666665,27,4,0.148148148
71018,105435,9011,43,11.833333,0.563380283,6.6666665,27,4,0.148148148
71018,105540,9011,43,10.714285,0.49333334,5.285714,41,9,0.219512195
71018,105540,9011,43,10.714285,0.49333334,5.285714,41,9,0.219512195
71018,105654,9011,43,13.714285,0.541666664,7.428571,43,10,0.23255814
71018,105654,9011,43,13.714285,0.541666664,7.428571,43,10,0.23255814
71018,105755,9011,43,14.166666,0.705882386,10,37,13,0.351351351
71018,105755,9011,43,14.166666,0.705882386,10,37,13,0.351351351
71018,105854,9011,43,11.166667,0.671641771,7.5,25,0,0
71018,105854,9011,43,11.166667,0.671641771,7.5,25,0,0
71018,105953,9011,43,14,0.75,10.5,58,12,0.206896552
71018,105953,9011,43,14,0.75,10.5,58,12,0.206896552
71018,110053,9011,43,17.5,0.828571429,14.5,24,3,0.125
71018,110053,9011,43,17.5,0.828571429,14.5,24,3,0.125
71018,110153,9011,43,18.666666,0.848214298,15.833333,48,11,0.229166667
71018,110153,9011,43,18.666666,0.848214298,15.833333,48,11,0.229166667
71018,110254,9011,43,15.571429,0.779816547,12.142858,86,21,0.244186047
71018,110254,9011,43,15.571429,0.779816547,12.142858,86,21,0.244186047
71018,110456,9011,43,18.25,0.808219178,14.75,45,8,0.177777778
71018,110456,9011,43,18.25,0.808219178,14.75,45,8,0.177777778
71018,110600,9011,43,17.333334,0.673076916,11.666667,29,0,0
71018,110600,9011,43,17.333334,0.673076916,11.666667,29,0,0
71018,110700,9011,43,17,0.784313706,13.333333,29,3,0.103448276
71018,110700,9011,43,17,0.784313706,13.333333,29,3,0.103448276
71018,110801,9011,43,18.666666,0.848214298,15.833333,39,8,0.205128205
71018,110801,9011,43,18.666666,0.848214298,15.833333,39,8,0.205128205
71018,110901,9011,43,14.833334,0.752808977,11.166667,41,13,0.317073171
71018,110901,9011,43,14.833334,0.752808977,11.166667,41,13,0.317073171
71018,111000,9011,43,15.5,0.774193548,12,45,15,0.333333333
71018,111000,9011,43,15.5,0.774193548,12,45,15,0.333333333
71018,111059,9011,43,14.833334,0.786516841,11.666667,48,12,0.25
71018,111059,9011,43,14.833334,0.786516841,11.666667,48,12,0.25
71018,111159,9011,43,12.833333,0.896103919,11.5,46,13,0.282608696
71018,111159,9011,43,12.833333,0.896103919,11.5,46,13,0.282608696
71018,111301,9011,43,14.5,0.885057448,12.833333,46,14,0.304347826
71018,111301,9011,43,14.5,0.885057448,12.833333,46,14,0.304347826
71018,111401,9011,43,13.666667,0.817073175,11.166667,21,0,0
71018,111401,9011,43,13.666667,0.817073175,11.166667,21,0,0
71018,111459,9011,43,12.5,0.62666668,7.8333335,38,6,0.157894737
71018,111459,9011,43,12.5,0.62666668,7.8333335,38,6,0.157894737
71018,111601,9011,43,14.666666,0.738636374,10.833333,51,8,0.156862745
71018,111601,9011,43,14.666666,0.738636374,10.833333,51,8,0.156862745
71018,111702,9011,43,16.666666,0.830000013,13.833333,42,15,0.357142857
71018,111702,9011,43,16.666666,0.830000013,13.833333,42,15,0.357142857
71018,111801,9011,43,19,0.780701737,14.833333,39,8,0.205128205
71018,111801,9011,43,19,0.780701737,14.833333,39,8,0.205128205
71018,111901,9011,43,16.5,0.777777758,12.833333,40,3,0.075
71018,111901,9011,43,16.5,0.777777758,12.833333,40,3,0.075
71018,112001,9011,43,16.833334,0.811881176,13.666667,48,15,0.3125
