DATE（日期）,TIME（时间）,CELLID（小区）,nTCH（可用信道数）,traff（总话务量）,rate（半速率话务量比例）,thtraff（半速率话务量）,callnum（呼叫数）,congsnum（拥塞数）,callcongs（拥塞率）
71014,181148,9011,43,22,0.128787877,2.8333333,60,0,0
71014,181248,9011,43,22.833332,0.051094891,1.1666666,53,0,0
71014,181348,9011,43,23.333334,0,0,45,0,0
71014,181449,9011,43,22.333334,0.03731343,0.8333333,60,0,0
71014,181550,9011,43,26,0.448717962,11.666667,50,3,0.06
71014,181650,9011,43,23.333332,0.471428598,11,58,0,0
71014,181757,9011,43,20.571428,0.479166638,9.857142,49,0,0
71014,181856,9011,43,22.2,0.306306306,6.8,33,0,0
71014,181955,9011,43,19.166666,0.130434787,2.5,40,0,0
71014,182056,9011,43,18.142857,0.110236221,2,37,0,0
71014,182156,9011,43,21,0.206349214,4.3333335,57,0,0
71014,182255,9011,43,27.599998,0.333333357,9.2,32,0,0
71014,182353,9011,43,24.333334,0.26712328,6.5,35,0,0
71014,182451,9011,43,21,0.19841269,4.1666665,34,0,0
71014,182551,9011,43,18.666668,0.214285699,4,30,0,0
71014,182652,9011,43,16.666666,0.130000007,2.1666667,38,0,0
71014,182752,9011,43,22.5,0.2074074,4.6666665,38,0,0
71014,182851,9011,43,18,0.083333333,1.5,49,0,0
71014,182949,9011,43,24.666666,0.040540542,1,42,0,0
71014,183050,9011,43,21.833332,0.053435115,1.1666666,52,0,0
71014,183150,9011,43,24.5,0.312925163,7.6666665,54,0,0
71014,183256,9011,43,18,0.246031722,4.428571,57,0,0
71014,183355,9011,43,27.8,0.338129496,9.4,44,0,0
71014,183454,9011,43,18.5,0.288288297,5.3333335,47,0,0
71014,183555,9011,43,23.833334,0.307692306,7.3333335,76,16,0.210526316
71014,183656,9011,43,22.428572,0.222929931,5,48,4,0.083333333
71014,183757,9011,43,24.333334,0.226027391,5.5,44,0,0
71014,183857,9011,43,22.166666,0.13533835,3,43,0,0
71014,183957,9011,43,20,0.183333335,3.6666667,47,0,0
71014,184057,9011,43,19.166666,0.130434787,2.5,43,0,0
71014,184157,9011,43,15,0.066666667,1,46,0,0
71014,184257,9011,43,20.833334,0.039999997,0.8333333,42,0,0
71014,184356,9011,43,26.4,0.022727273,0.6,45,3,0.066666667
71014,184456,9011,43,21.333332,0.195312504,4.1666665,49,0,0
71014,184556,9011,43,25.333332,0.447368431,11.333333,41,0,0
71014,184656,9011,43,18.857143,0.310606066,5.857143,39,0,0
71014,184757,9011,43,24.833332,0.208053696,5.1666665,60,0,0
71014,184934,9011,43,20.4,0.362745098,7.4,74,0,0
71014,185109,9011,43,29,0.624521034,18.11111,107,3,0.028037383
71014,185242,9011,43,30.444443,0.693430653,21.11111,80,13,0.1625
71014,185344,9011,43,35.857143,0.872509977,31.285715,84,5,0.05952381
71014,185519,9011,43,25,0.54666668,13.666667,74,0,0
71014,185644,9011,43,24.75,0.338383838,8.375,41,0,0
71014,185745,9011,43,26.833332,0.39751556,10.666667,57,0,0
71014,185845,9011,43,25,0.47428568,11.857142,93,4,0.043010753
71014,190020,9011,43,29.88889,0.657992518,19.666666,77,2,0.025974026
71014,190156,9011,43,31.2,0.740384615,23.1,79,0,0
71014,190349,9011,43,20.545454,0.553097342,11.363636,71,0,0
71014,190527,9011,43,21,0.642857143,13.5,63,1,0.015873016
71014,190703,9011,43,23.099998,0.593073644,13.7,57,0,0
71014,190840,9011,43,28.555555,0.583657576,16.666666,67,4,0.059701493
71014,191016,9011,43,21.2,0.514150943,10.9,58,0,0
71014,191152,9011,43,28.88889,0.519230749,15,84,3,0.035714286
71014,191327,9011,43,27.3,0.56043956,15.3,52,5,0.096153846
71014,191502,9011,43,21.777779,0.43877546,9.555555,54,0,0
71014,191637,9011,43,19.4,0.396907216,7.7,59,6,0.101694915
71014,191812,9011,43,24.88889,0.553571413,13.777778,48,2,0.041666667
71014,191948,9011,43,21.8,0.651376147,14.2,65,0,0
71014,192124,9011,43,21.2,0.589622642,12.5,70,8,0.114285714
71014,192259,9011,43,26,0.542735038,14.111111,65,12,0.184615385
71014,192434,9011,43,16.5,0.442424242,7.3,49,0,0
71014,192610,9011,43,22.777779,0.414634148,9.444445,51,0,0
71014,192746,9011,43,18.2,0.379120879,6.9,69,6,0.086956522
71014,192923,9011,43,22.599998,0.495575265,11.2,68,3,0.044117647
71014,193054,9011,43,28.125,0.662222222,18.625,46,2,0.043478261
71014,193155,9011,43,24.333334,0.712328775,17.333334,44,3,0.068181818
71014,193257,9011,43,0,#DIV/0!,0,45,0,0
71014,193357,9011,43,22.666666,0.68382355,15.5,49,0,0
71014,193457,9011,43,19.5,0.60683759,11.833333,37,4,0.108108108
71014,193558,9011,43,20.333334,0.524590163,10.666667,38,0,0
71014,193700,9011,43,24.333334,0.712328775,17.333334,52,7,0.134615385
71014,193800,9011,43,25.666666,0.72727272,18.666666,49,3,0.06122449
71014,193901,9011,43,29.833332,0.793296102,23.666666,53,8,0.150943396
71014,194002,9011,43,30.333334,0.791208774,24,65,10,0.153846154
71014,194102,9011,43,32,0.770833313,24.666666,48,9,0.1875
71014,194202,9011,43,30.166668,0.773480651,23.333334,40,2,0.05
71014,194304,9011,43,24.5,0.795918367,19.5,31,0,0
71014,194404,9011,43,18.166666,0.733944963,13.333333,20,0,0
71014,194503,9011,43,22.166668,0.80451126,17.833334,36,3,0.083333333
71014,194615,9011,43,26.57143,0.7849462,20.857143,61,8,0.131147541
71014,194716,9011,43,22.833334,0.722627716,16.5,44,6,0.136363636
71014,194816,9011,43,21.833334,0.801526693,17.5,26,0,0
71014,194916,9011,43,17.833334,0.682242984,12.166667,39,1,0.025641026
71014,195017,9011,43,15.571428,0.486238577,7.571429,23,0,0
71014,195118,9011,43,26.666668,0.612499994,16.333334,64,16,0.25
71014,195218,9011,43,28.333334,0.700000007,19.833334,60,7,0.116666667
71014,195317,9011,43,24.5,0.816326531,20,84,18,0.214285714
71014,195451,9011,43,25.11111,0.681415915,17.11111,88,22,0.25
71014,195625,9011,43,16.9,0.674556213,11.4,66,17,0.257575758
71014,195800,9011,43,20.222221,0.681318733,13.777778,97,13,0.134020619
71014,195934,9011,43,20.599998,0.864077754,17.8,68,9,0.132352941
71014,200108,9011,43,21,0.846560905,17.777779,76,10,0.131578947
71014,200249,9011,43,24.818182,0.88644688,22,110,7,0.063636364
71014,200516,9011,43,24,0.857142833,20.571428,111,27,0.243243243
71014,200652,9011,43,22.666666,0.75980389,17.222221,56,17,0.303571429
71014,200826,9011,43,21.4,0.841121495,18,88,25,0.284090909
71014,201001,9011,43,25.777777,0.74137929,19.11111,57,9,0.157894737
71014,201136,9011,43,18.800001,0.856382933,16.1,51,13,0.254901961
71014,201312,9011,43,23.555555,0.830188675,19.555555,58,10,0.172413793
71014,201447,9011,43,16.1,0.863354037,13.9,39,0,0
71014,201623,9011,43,15.777778,0.781690109,12.333333,46,7,0.152173913
71014,201723,9011,43,15.333334,0.663043471,10.166667,31,0,0
71014,201823,9011,43,17.666666,0.669811327,11.833333,50,13,0.26
71014,201924,9011,43,21.666668,0.676923051,14.666667,41,10,0.243902439
71014,202024,9011,43,21.166666,0.653543312,13.833333,39,2,0.051282051
71014,202127,9011,43,13.428572,0.595744656,8,28,0,0
71014,202228,9011,43,17.5,0.419047629,7.3333335,50,8,0.16
71014,202328,9011,43,20.833334,0.488,10.166667,35,2,0.057142857
71014,202428,9011,43,19,0.605263158,11.5,40,6,0.15
71014,202529,9011,43,19.666666,0.576271189,11.333333,29,2,0.068965517
71014,202629,9011,43,18.833332,0.530973489,10,39,0,0
71014,202803,9011,43,17.3,0.653179191,11.3,58,1,0.017241379
71014,202938,9011,43,21,0.613756619,12.888889,47,5,0.106382979
71014,203113,9011,43,0,#DIV/0!,0,103,21,0.203883495
71014,203304,9011,43,32.636364,0.774373273,25.272728,93,22,0.23655914
71014,203439,9011,43,32.444443,0.73972606,24,50,5,0.1
71014,203614,9011,43,27.1,0.756457565,20.5,68,14,0.205882353
71014,203751,9011,43,33.22222,0.806020158,26.777779,57,9,0.157894737
71014,203927,9011,43,26.5,0.781132075,20.7,71,15,0.211267606
71014,204103,9011,43,30.800001,0.818181792,25.2,69,18,0.260869565
71014,204239,9011,43,38.11111,0.807580231,30.777779,71,12,0.169014085
71014,204414,9011,43,28.3,0.777385159,22,44,4,0.090909091
71014,204550,9011,43,30.777779,0.675090266,20.777779,61,10,0.163934426
71014,204724,9011,43,23.5,0.744680851,17.5,74,6,0.081081081
71014,204900,9011,43,28.222223,0.665354356,18.777779,90,24,0.266666667
71014,205036,9011,43,23.5,0.808510638,19,85,17,0.2
71014,205212,9011,43,33.666668,0.795379543,26.777779,89,24,0.269662921
71014,205347,9011,43,25.6,0.82421875,21.1,79,18,0.227848101
71014,205523,9011,43,32.6,0.794478528,25.9,74,13,0.175675676
71014,205657,9011,43,30.222223,0.705882357,21.333334,90,15,0.166666667
71014,205831,9011,43,31.555555,0.760563394,24,90,15,0.166666667
71014,210005,9011,43,31.555555,0.764084485,24.11111,61,20,0.327868852
71014,210104,9011,43,22.833334,0.744525526,17,34,0,0
71014,210205,9011,43,25.142857,0.823863613,20.714285,52,2,0.038461538
71014,210340,9011,43,28.555557,0.696498058,19.88889,36,0,0
71014,210442,9011,43,22,0.659090909,14.5,33,0,0
71014,210542,9011,43,22.666668,0.6470588,14.666667,26,0,0
71014,210643,9011,43,23.833332,0.720279733,17.166666,39,8,0.205128205
71014,210744,9011,43,25.666666,0.78571428,20.166666,32,3,0.09375
71014,210845,9011,43,28.833334,0.867052003,25,25,0,0
71014,210944,9011,43,23,0.86231887,19.833334,48,9,0.1875
71014,211043,9011,43,25.166666,0.834437108,21,39,0,0
71014,211143,9011,43,25.833332,0.819354855,21.166666,34,0,0
71014,211244,9011,43,18,0.620370389,11.166667,26,0,0
71014,211344,9011,43,16.333332,0.571428598,9.333333,51,11,0.215686275
71014,211445,9011,43,23.333334,0.785714292,18.333334,41,4,0.097560976
71014,211545,9011,43,22.666668,0.786764689,17.833334,36,12,0.333333333
71014,211644,9011,43,19.571428,0.693430648,13.571428,58,7,0.120689655
71014,211833,9011,43,17.636364,0.664948455,11.727273,38,3,0.078947368
71014,212005,9011,43,17.777779,0.556249968,9.888889,34,0,0
71014,212130,9011,43,16.875,0.62962963,10.625,29,2,0.068965517
71014,212229,9011,43,14.333334,0.639534877,9.166667,31,6,0.193548387
71014,212330,9011,43,17.166666,0.611650509,10.5,48,7,0.145833333
71014,212429,9011,43,19.333334,0.422413796,8.166667,26,4,0.153846154
71014,212529,9011,43,15.833334,0.399999994,6.3333335,28,3,0.107142857
71014,212630,9011,43,20.5,0.601626,12.333333,20,2,0.1
71014,212729,9011,43,17.833334,0.560747643,10,26,2,0.076923077
71014,212828,9011,43,14.333333,0.465116278,6.6666665,30,4,0.133333333
71014,212929,9011,43,17.5,0.504761886,8.833333,35,3,0.085714286
71014,213030,9011,43,23.166668,0.604316512,14,47,13,0.276595745
71014,213128,9011,43,20.333334,0.549180326,11.166667,39,8,0.205128205
71014,213240,9011,43,20,0.4714286,9.428572,31,3,0.096774194
71014,213340,9011,43,22.833334,0.598540143,13.666667,32,5,0.15625
71014,213440,9011,43,20.5,0.626016244,12.833333,40,3,0.075
71014,213540,9011,43,21.5,0.596899209,12.833333,58,13,0.224137931
71014,213638,9011,43,21.833334,0.664122117,14.5,40,0,0
71014,213737,9011,43,22.333332,0.791044793,17.666666,38,4,0.105263158
71014,213838,9011,43,26,0.801282077,20.833334,42,6,0.142857143
71014,213936,9011,43,24,0.891666667,21.4,20,0,0
71014,214034,9011,43,16.166666,0.865979417,14,34,5,0.147058824
71014,214132,9011,43,20.833332,0.896000025,18.666666,29,0,0
71014,214233,9011,43,19.166666,0.80000001,15.333333,36,0,0
71014,214332,9011,43,21.333334,0.765625007,16.333334,21,0,0
71014,214431,9011,43,18.166666,0.715596357,13,24,0,0
71014,214531,9011,43,19.333334,0.655172408,12.666667,29,3,0.103448276
71014,214630,9011,43,23.833334,0.594405592,14.166667,55,17,0.309090909
71014,214745,9011,43,25,0.6514286,16.285715,27,5,0.185185185
71014,214846,9011,43,17.285713,0.710743838,12.285714,25,0,0
71014,214945,9011,43,22.8,0.780701754,17.8,24,0,0
71014,215042,9011,43,16.833334,0.742574228,12.5,49,6,0.12244898
71014,215143,9011,43,22.833332,0.627737248,14.333333,60,22,0.366666667
71014,215242,9011,43,25.333332,0.56578949,14.333333,40,6,0.15
71014,215340,9011,43,28.666668,0.674418597,19.333334,69,21,0.304347826
71014,215439,9011,43,26.833334,0.757763981,20.333334,58,10,0.172413793
71014,215540,9011,43,27.333334,0.731707299,20,63,13,0.206349206
71014,215640,9011,43,27.5,0.812121236,22.333334,57,9,0.157894737
71014,215738,9011,43,29.666666,0.730337073,21.666666,73,19,0.260273973
71014,215837,9011,43,30.666666,0.739130429,22.666666,57,14,0.245614035
71014,215938,9011,43,28.333332,0.688235327,19.5,41,0,0
71014,220037,9011,43,25.333334,0.74999998,19,46,3,0.065217391
71014,220137,9011,43,26.333332,0.607594967,16,45,4,0.088888889
71014,220239,9011,43,30.428572,0.741784005,22.571428,72,9,0.125
71014,220456,9011,43,24.538462,0.733542306,18,73,3,0.04109589
71014,220631,9011,43,24.444445,0.699999939,17.11111,50,8,0.16
71014,220732,9011,43,21.666666,0.661538467,14.333333,44,6,0.136363636
71014,220832,9011,43,21.166666,0.803149632,17,39,2,0.051282051
71014,220931,9011,43,18.833332,0.814159332,15.333333,25,0,0
71014,221030,9011,43,21.666666,0.761538485,16.5,49,13,0.265306122
71014,221130,9011,43,23,0.630434783,14.5,24,0,0
71015,81149,9011,43,11.333333,0,0,12,0,0
71015,81251,9011,43,9.833333,0,0,16,0,0
71015,81351,9011,43,10.666667,0,0,14,0,0
71015,81450,9011,43,9.666667,0,0,21,0,0
71015,81551,9011,43,8.666667,0,0,17,0,0
71015,81650,9011,43,8,0,0,23,0,0
71015,81750,9011,43,10.833333,0,0,18,0,0
71015,81850,9011,43,11.833333,0,0,18,0,0
71015,81948,9011,43,11.833333,0,0,21,0,0
71015,82047,9011,43,9,0,0,22,0,0
71015,82148,9011,43,8.5,0,0,13,0,0
71015,82247,9011,43,8.666667,0,0,29,0,0
71015,82346,9011,43,11.5,0,0,30,0,0
71015,82446,9011,43,14.6,0,0,29,3,0.103448276
71015,82544,9011,43,13.833333,0,0,20,0,0
71015,82644,9011,43,10.166667,0,0,25,0,0
71015,82744,9011,43,11.666667,0,0,22,0,0
71015,82843,9011,43,13.666667,0,0,19,0,0
71015,82943,9011,43,14,0,0,34,5,0.147058824
71015,83044,9011,43,13.666667,0,0,27,0,0
71015,83143,9011,43,12.142858,0,0,46,9,0.195652174
71015,83254,9011,43,17.666666,0,0,30,0,0
71015,83355,9011,43,14,0,0,30,3,0.1
71015,83455,9011,43,13.666667,0,0,38,2,0.052631579
71015,83556,9011,43,13.666667,0,0,25,3,0.12
71015,83656,9011,43,10.666667,0,0,30,0,0
71015,83755,9011,43,11.833333,0,0,21,0,0
71015,83856,9011,43,10.714286,0,0,31,0,0
71015,83956,9011,43,13.4,0,0,20,0,0
71015,84055,9011,43,8.833333,0,0,16,0,0
71015,84155,9011,43,8.333333,0,0,25,6,0.24
71015,84256,9011,43,10.5,0,0,28,3,0.107142857
71015,84355,9011,43,10.166667,0,0,11,0,0
71015,84454,9011,43,11.166667,0,0,32,8,0.25
71015,84555,9011,43,11.166667,0,0,20,0,0
71015,84654,9011,43,9.5,0,0,13,0,0
71015,84754,9011,43,11,0,0,15,0,0
71015,84854,9011,43,9.333333,0,0,18,0,0
71015,84953,9011,43,15.5,0,0,44,14,0.318181818
71015,85053,9011,43,16.666666,0,0,61,23,0.37704918
71015,85155,9011,43,23.5,0.15602837,3.6666667,31,2,0.064516129
71015,85255,9011,43,17.833334,0.261682224,4.6666665,19,1,0.052631579
71015,85353,9011,43,17.666668,0.226415077,4,33,12,0.363636364
71015,85454,9011,43,19.166666,0.373913048,7.1666665,34,0,0
71015,85555,9011,43,20,0.51666665,10.333333,22,0,0
71015,85654,9011,43,15.333333,0.456521749,7,35,3,0.085714286
71015,85754,9011,43,15.333333,0.326086964,5,26,0,0
71015,85855,9011,43,16,0.177083331,2.8333333,24,0,0
71015,85954,9011,43,16.333332,0.153061237,2.5,27,0,0
71015,90055,9011,43,19.166668,0.286956502,5.5,15,0,0
71015,90155,9011,43,11.833333,0.084507045,1,24,0,0
71015,90255,9011,43,12.857143,0.088888892,1.1428572,38,0,0
71015,90505,9011,43,11.333334,0.191176462,2.1666667,37,0,0
71015,90609,9011,43,10,0.22857144,2.2857144,18,0,0
71015,90711,9011,43,10.333334,0.161290306,1.6666666,17,0,0
71015,90810,9011,43,10.5,0.031746032,0.33333334,24,0,0
71015,90908,9011,43,16.5,0.272727273,4.5,31,6,0.193548387
71015,91008,9011,43,18.833334,0.380530951,7.1666665,24,4,0.166666667
71015,91109,9011,43,14.833334,0.34831458,5.1666665,25,0,0
71015,91217,9011,43,11.571429,0.209876542,2.4285715,35,0,0
71015,91323,9011,43,15,0.166666667,2.5,34,2,0.058823529
71015,91429,9011,43,17.571428,0.414634144,7.285714,27,0,0
71015,91536,9011,43,16.714287,0.401709388,6.714286,30,0,0
71015,91645,9011,43,18.285713,0.437500031,8,47,8,0.170212766
71015,91805,9011,43,19.857143,0.266187034,5.285714,31,0,0
71015,91912,9011,43,15.857143,0.216216219,3.4285715,27,0,0
71015,92017,9011,43,10.285714,0.069444448,0.71428573,28,0,0
71015,92124,9011,43,14.666667,0.102272725,1.5,33,0,0
71015,92230,9011,43,13.142857,0.021739132,0.2857143,30,0,0
71015,92330,9011,43,14.833334,0.112359541,1.6666666,52,12,0.230769231
71015,92431,9011,43,15.333333,0.293478267,4.5,30,0,0
71015,92535,9011,43,15.666667,0.095744679,1.5,29,0,0
71015,92635,9011,43,15.833333,0.052631578,0.8333333,32,0,0
71015,92735,9011,43,14,0.011904762,0.16666667,22,0,0
71015,92836,9011,43,11.666667,0,0,19,0,0
71015,92938,9011,43,12.857142,0,0,24,0,0
71015,93037,9011,43,13.166667,0,0,32,0,0
71015,93137,9011,43,18.333334,0.072727274,1.3333334,40,0,0
71015,93253,9011,43,15.857142,0.063063066,1,37,0,0
71015,93353,9011,43,15,0,0,28,0,0
71015,93452,9011,43,15,0.011111111,0.16666667,30,0,0
71015,93553,9011,43,10.833333,0,0,37,0,0
71015,93654,9011,43,16.833334,0.049504947,0.8333333,41,0,0
71015,93753,9011,43,15.833333,0,0,28,0,0
71015,93852,9011,43,13.666667,0.012195122,0.16666667,31,0,0
71015,93951,9011,43,13.333334,0.0125,0.16666667,26,0,0
71015,94051,9011,43,16.166666,0.288659795,4.6666665,29,0,0
71015,94151,9011,43,23,0.369565217,8.5,45,8,0.177777778
71015,94250,9011,43,22.5,0.392592578,8.833333,35,0,0
71015,94349,9011,43,21.833332,0.412213766,9,37,4,0.108108108
71015,94448,9011,43,21.5,0.35658914,7.6666665,28,0,0
71015,94548,9011,43,20.833334,0.464000001,9.666667,34,0,0
71015,94648,9011,43,16.5,0.323232333,5.3333335,45,0,0
71015,94754,9011,43,16.5,0.323232333,5.3333335,24,0,0
71015,94853,9011,43,16,0.239583331,3.8333333,26,0,0
71015,94953,9011,43,13,0.076923077,1,28,0,0
71015,95053,9011,43,12.833333,0,0,22,0,0
71015,95153,9011,43,10.5,0,0,22,0,0
71015,95252,9011,43,10.833333,0.030769232,0.33333334,28,0,0
71015,95351,9011,43,15.333333,0.184782611,2.8333333,21,0,0
71015,95452,9011,43,10,0,0,29,0,0
71015,95551,9011,43,12.5,0,0,24,0,0
71015,95650,9011,43,19.333334,0.068965518,1.3333334,36,4,0.111111111
71015,95751,9011,43,18.5,0.369369378,6.8333335,43,6,0.139534884
71015,95852,9011,43,24.666666,0.520270271,12.833333,43,0,0
71015,95950,9011,43,16.5,0.565656545,9.333333,26,5,0.192307692
71015,100050,9011,43,14.5,0.574712621,8.333333,29,4,0.137931034
71015,100152,9011,43,17.666668,0.462264135,8.166667,34,0,0
71015,100254,9011,43,19.333334,0.525862068,10.166667,45,5,0.111111111
71015,100436,9011,43,17.181818,0.486772471,8.363636,46,2,0.043478261
71015,100540,9011,43,16.833332,0.475247562,8,35,3,0.085714286
71015,100641,9011,43,14.666667,0.374999991,5.5,26,0,0
71015,100741,9011,43,19,0.394736842,7.5,33,0,0
71015,100840,9011,43,22.166668,0.458646604,10.166667,42,5,0.119047619
71015,100938,9011,43,22.333332,0.529850763,11.833333,29,3,0.103448276
71015,101037,9011,43,15.333334,0.652173885,10,21,0,0
71015,101137,9011,43,13.833333,0.554216869,7.6666665,24,0,0
71015,101238,9011,43,19.166668,0.44347823,8.5,26,5,0.192307692
71015,101338,9011,43,15.166666,0.439560448,6.6666665,20,0,0
71015,101437,9011,43,11.666666,0.342857162,4,25,0,0
71015,101537,9011,43,13.5,0.185185185,2.5,34,0,0
71015,101637,9011,43,20,0.525,10.5,37,2,0.054054054
71015,101737,9011,43,15.333334,0.413043471,6.3333335,31,0,0
71015,101836,9011,43,18.4,0.25,4.6,24,0,0
71015,101936,9011,43,11.714286,0.170731703,2,22,0,0
71015,102037,9011,43,11,0.181818182,2,19,0,0
71015,102138,9011,43,15.666667,0.127659572,2,23,0,0
71015,102238,9011,43,16.333334,0.265306122,4.3333335,29,0,0
71015,102337,9011,43,11.833333,0.169014089,2,28,0,0
71015,102436,9011,43,18.2,0.384615385,7,26,0,0
71015,102536,9011,43,17.428572,0.524590196,9.142858,49,8,0.163265306
71015,102636,9011,43,23,0.417391304,9.6,42,2,0.047619048
71015,102734,9011,43,18.5,0.432432432,8,33,0,0
71015,102832,9011,43,16.166666,0.556701054,9,38,0,0
71015,102931,9011,43,13.166667,0.379746826,5,21,0,0
71015,103032,9011,43,17.833332,0.336448623,6,50,7,0.14
71015,103132,9011,43,19.333334,0.37931034,7.3333335,34,0,0
71015,103233,9011,43,20,0.266666675,5.3333335,29,0,0
71015,103332,9011,43,17.333332,0.403846185,7,32,0,0
71015,103431,9011,43,19.166668,0.547826049,10.5,33,0,0
71015,103531,9011,43,17.166668,0.378640747,6.5,28,0,0
71015,103631,9011,43,17.5,0.276190486,4.8333335,41,1,0.024390244
71015,103729,9011,43,18.833334,0.389380526,7.3333335,23,7,0.304347826
71015,103829,9011,43,14.166666,0.341176498,4.8333335,28,3,0.107142857
71015,103929,9011,43,17,0.509803941,8.666667,40,8,0.2
71015,104029,9011,43,16.333332,0.489795958,8,28,0,0
71015,104128,9011,43,14.833333,0.101123598,1.5,29,0,0
71015,104226,9011,43,15,0.293333333,4.4,25,0,0
71015,104325,9011,43,16.166666,0.041237117,0.6666667,33,2,0.060606061
71015,104424,9011,43,19.666668,0.144067785,2.8333333,33,0,0
71015,104522,9011,43,18.5,0.126126124,2.3333333,36,0,0
71015,104628,9011,43,19.714285,0.297101467,5.857143,62,11,0.177419355
71015,104804,9011,43,23.444443,0.440758307,10.333333,58,8,0.137931034
71015,104912,9011,43,24.285713,0.441176506,10.714286,71,17,0.23943662
71015,105018,9011,43,25,0.43428568,10.857142,44,2,0.045454545
71015,105123,9011,43,16.666668,0.299999976,5,33,0,0
71015,105228,9011,43,16.285715,0.219298232,3.5714285,22,0,0
71015,105345,9011,43,14.857143,0.365384583,5.428571,39,5,0.128205128
71015,105445,9011,43,13.666667,0.268292679,3.6666667,24,0,0
71015,105544,9011,43,14.833333,0.157303372,2.3333333,34,0,0
71015,105644,9011,43,22.833334,0.510948905,11.666667,51,3,0.058823529
71015,105744,9011,43,19.666666,0.601694919,11.833333,36,3,0.083333333
71015,105842,9011,43,14.166666,0.505882365,7.1666665,31,0,0
71015,105942,9011,43,15.333333,0.5,7.6666665,30,0,0
71015,110042,9011,43,18.833334,0.362831854,6.8333335,37,6,0.162162162
71015,110143,9011,43,20.833334,0.535999999,11.166667,30,0,0
71015,110252,9011,43,16.625,0.503759398,8.375,51,0,0
71015,110537,9011,43,14.5,0.310344828,4.5,52,3,0.057692308
71015,110713,9011,43,17.88889,0.490683212,8.777778,46,0,0
71015,110814,9011,43,15.333334,0.304347802,4.6666665,28,0,0
71015,110913,9011,43,13.833334,0.265060231,3.6666667,24,0,0
71015,111012,9011,43,12.666667,0.289473679,3.6666667,27,0,0
71015,111114,9011,43,15,0.333333333,5,25,2,0.08
71015,111214,9011,43,15.833334,0.368421048,5.8333335,28,0,0
71015,111313,9011,43,15.666666,0.393617027,6.1666665,50,2,0.04
71015,111413,9011,43,18,0.5,9,40,0,0
71015,111512,9011,43,15,0.233333333,3.5,34,0,0
71015,111612,9011,43,17.666666,0.5,8.833333,41,0,0
71015,111711,9011,43,17,0.362745088,6.1666665,41,8,0.195121951
71015,111809,9011,43,17.333334,0.269230749,4.6666665,30,0,0
71015,111908,9011,43,15.833333,0.147368422,2.3333333,38,0,0
71015,112008,9011,43,17.666668,0.452830155,8,38,6,0.157894737
71015,112109,9011,43,19.5,0.58974359,11.5,42,2,0.047619048
71015,112209,9011,43,24.166666,0.703448295,17,48,15,0.3125
71015,112308,9011,43,23.166666,0.697841718,16.166666,51,9,0.176470588
71015,112406,9011,43,21.5,0.697674419,15,30,2,0.066666667
71015,112507,9011,43,18.166666,0.577981673,10.5,23,0,0
71015,112607,9011,43,18.5,0.72972973,13.5,19,0,0
71015,112705,9011,43,20.6,0.563106796,11.6,28,0,0
71015,112815,9011,43,12.428572,0.574712606,7.142857,30,0,0
71015,112915,9011,43,9,0.370370367,3.3333333,27,0,0
71015,113014,9011,43,11,0.530303045,5.8333335,33,2,0.060606061
71015,113114,9011,43,10.833334,0.538461521,5.8333335,29,7,0.24137931
71015,113215,9011,43,11.833333,0.605633806,7.1666665,21,2,0.095238095
71015,113315,9011,43,7.6666665,0.500000007,3.8333333,24,4,0.166666667
71015,113414,9011,43,11.666667,0.700000009,8.166667,34,5,0.147058824
71015,113513,9011,43,14.166666,0.694117656,9.833333,33,4,0.121212121
71015,113611,9011,43,12.5,0.42666668,5.3333335,29,3,0.103448276
71015,113711,9011,43,12.666667,0.421052634,5.3333335,30,0,0
71015,181127,9011,43,23.833332,0.153846164,3.6666667,45,0,0
71015,181228,9011,43,22.333334,0.134328354,3,49,0,0
71015,181328,9011,43,20.333334,0.147540979,3,39,0,0
71015,181427,9011,43,19.666668,0.415254226,8.166667,39,0,0
71015,181527,9011,43,21.5,0.217054256,4.6666665,40,0,0
71015,181627,9011,43,17.333334,0.25,4.3333335,27,0,0
71015,181727,9011,43,19.5,0.299145308,5.8333335,35,0,0
71015,181826,9011,43,17,0.352941176,6,41,0,0
71015,181925,9011,43,23.6,0.415254237,9.8,37,0,0
71015,182024,9011,43,16.5,0.212121212,3.5,48,2,0.041666667
71015,182125,9011,43,23.166668,0.35251798,8.166667,48,5,0.104166667
71015,182225,9011,43,21.666666,0.269230785,5.8333335,37,0,0
71015,182324,9011,43,18.333332,0.272727293,5,29,0,0
71015,182424,9011,43,21.333332,0.421875026,9,50,0,0
71015,182526,9011,43,19.714287,0.434782551,8.571428,44,0,0
71015,182626,9011,43,18.166666,0.339449545,6.1666665,30,0,0
71015,182725,9011,43,18.8,0.20212766,3.8,39,0,0
71015,182824,9011,43,13.5,0.185185185,2.5,34,0,0
71015,182923,9011,43,20,0.383333325,7.6666665,61,8,0.131147541
71015,183022,9011,43,16.5,0.414141424,6.8333335,29,0,0
71015,183121,9011,43,17,0.578431353,9.833333,51,7,0.137254902
71015,183234,9011,43,24.857143,0.649425278,16.142857,69,15,0.217391304
71015,183337,9011,43,13.571428,0.452631587,6.142857,39,0,0
71015,183435,9011,43,17.2,0.279069767,4.8,38,4,0.105263158
71015,183536,9011,43,18.833334,0.176991142,3.3333333,50,3,0.06
